'a'nan 阿难
'xian'zhong'yi'xiang 现众异像
'xiang'hao'shu'miao 相好殊妙
'xiang'hao'shu'te 相好殊特
'xiang'liu'shi'fang 响流十方
'xiang'qi'pu'xun 香气普熏
'xiang'xiang'pu'sa 香象菩萨
'xiang'zi'fu'le 享兹福乐
'xiao'chu'san'gou'ming 消除三垢冥
'xiao'chu'zhu'lou 消除诸漏
'xiao'le'huan'hua'zhi'fa 晓了幻化之法
'xiao'mie'zhu'jian 消灭诸见
'xin'chang'di'zhu'du'shi'zhi'dao 心常谛住度世之道
'xin'huai'yue'yu 心怀悦豫
'xin'hui'pu'sa 信慧菩萨
'xin'xiang'fen'lie 馨香芬烈
'xin'yi'fa'yuan 心以法缘
'xin'yue'qing'jing 心悦清净
'xing'chu'yu'shi 兴出于世
'xing'da'bei 兴大悲
'xing'fo'ming'xin 幸佛明信
'xing'mao'rong'zhuang 形貌容状
'xing'quan'fang'bian 行权方便
'xing'ru'suo'ying 行如所应
'xing'se'bu'tong 形色不同
'xing'se'duan'zheng 形色端正
'xing'se'shu'te 形色殊特
'xing'wu'yi'zhuang 形无异状
'xing'xing'xiang'zhi 行行相值
'xing'zuo'sha'men 行作沙门
'xiu'duan'zi'zai 修短自在
'xiu'pu'sa'xing 修菩萨行
'xiu'xi'shan'yu 修习善语
'xiu'xing'ci'fa 修行此法
'xiu'zhu'gong'de 修诸功德
'xu'kong'zhu'tian'shen 虚空诸天神
'xu'qi'wei'dong 徐起微动
'xuan'huang'zhu'zi 玄黄朱紫
'xuan'liu'zheng'hua 宣流正化
'xuan'yang'yan'shuo'yi'qie'jing'dian 宣扬演说一切经典
'xue'yi'qie'fa 学一切法
'xun'fa'wu'shang'zheng'zhen'dao'yi 寻发无上正真道意
'yan'chu'wu'liang'miao'fa'yin'sheng 演出无量妙法音声
'yan'ci'bian 演慈辩
'yan'fa'shi 演法施
'yan'fa'wu'liang'wei'miao'fa'yin 演发无量微妙法音
'yan'hu'fa'cheng 严护法城
'yan'jing'guang'li 严净光丽
'yan'mao'duan'zheng 颜貌端正
'yan'shi'qi'miao 严饰奇妙
'yan'wang'guang'fo 炎王光佛
'yan'wu'nv'shen 厌恶女身
'yao'fa'dian 曜法电
'ye'ye'xiang'xiang 叶叶相向
'yi'bi'fo'suo 诣彼佛所
'yi'bu'bi'xing 衣不蔽形
'yi'bu'qing'zhi'fa 以不请之法
'yi'ci'hua'mei 以次化没
'yi'da'zhuang'yan'ju'zu'zhong'xing 以大庄严具足众行
'yi'fa'yi'qing 一发意顷
'yi'fo'you'bu 以佛游步
'yi'fu'ru'shi 亦复如是
'yi'fu'yin'shi 衣服饮食
'yi'he'er'zhu 依何而住
'yi'hui'li'qun'sheng 以惠利群生
'yi'ji'song'yue 以偈颂曰
'yi'nian'zhi'qing 一念之顷
'yi'qie'da'sheng 一切大圣
'yi'qie'ju'zu 一切具足
'yi'qie'kong'ju 一切恐惧
'yi'qie'shan'ben 一切善本
'yi'qie'shi'jian 一切世间
'yi'qie'shi'jie'liu'zhong'zhen'dong 一切世界六种震动
'yi'qie'tian'ren'jian'zhi'er'xing 一切天人践之而行
'yi'qie'wan'wu 一切万物
'yi'qie'zhong'bao'zi'ran'he'cheng 一切众宝自然合成
'yi'qie'zhu'fo'sheng'wen'yuan'jue'zhu'pu'sa'zhong 一切诸佛声闻缘觉诸菩萨众
'yi'qie'zhuang'yan 一切庄严
'yi'ren'dou'liang 一人斗量
'yi'rong'duan'zheng 仪容端正
'yi'ru'jin'ye 亦如今也
'yi'san'qi'shang 以散其上
'yi'shen'shen'chan'hui 以甚深禅慧
'yi'shi 一时
'yi'shi'lai'hui 一时来会
'yi'shi'zhi'qing 一食之顷
'yi'shi'zi'zai'wang'ru'lai'suo 诣世自在王如来所
'yi'song'zan'yue 以颂赞曰
'yi'wei'bai'fen 以为百分
'yi'wei'jiao'luo 以为交络
'yi'wu'da'hai'xiao'hai 亦无大海小海
'yi'wu'di'yu'e'gui'chu'sheng'zhu'nan'zhi'qu 亦无地狱饿鬼畜生诸难之趣
'yi'wu'si'shi'chun'qiu'dong'xia 亦无四时春秋冬夏
'yi'wu'suo'you 亦无所有
'yi'wu'suo'zuo 亦无所作
'yi'xiang'zhuan'zhi'zhuang'yan'miao'tu 一向专志庄严妙土
'yi'yi'bao'hua 一一宝华
'yi'yi'can'zhi'li 以一餐之力
'yi'yi'fen'mao 以一分毛
'yi'yi'guang'zhong 一一光中
'yi'yi'hua'zhong 一一华中
'yi'yi'wei'shi 意以为食
'yi'yi'zhu'fo 一一诸佛
'yi'you'zi'ran'wan'zhong'ji'yue 亦有自然万种伎乐
'yi'yu'ling'shui'mei'zu 意欲令水没足
'yi'yue'guang'mo'ni'chi'hai'lun'bao 以月光摩尼持海轮宝
'yi'zhe'yin'xiang'ren 一者音响忍
'yi'zhi'shi'shi 宜知是时
'yi'zhi'wo'guo 已至我国
'yi'zhu'fa'yao 以诸法药
'yin'shu 银树
'yin'ye'hua'guo 银叶华果
'ying'chang'biao'li 影畅表里
'ying'gong 应供
'ying'nian'ji'zhi 应念即至
'ying'qi'xin'yuan 应其心愿
'ying'shi'pu'di'liu'zhong'zhen'dong 应时普地六种震动
'ying'shi'ru'yuan 应时如愿
'yong'meng'jing'jin 勇猛精进
'you'bai'qian'yin'yue 有百千音乐
'you'bi'qi'ren'zai'di'wang'bian'ye 犹彼乞人在帝王边也
'you'bu'shi'fang 游步十方
'you'di'liu'tian'zi'ran'zhi'wu 犹第六天自然之物
'you'fang'bai'qian'guang'ming 又放百千光明
'you'feng'chui'san'hua 又风吹散华
'you'fu'chou'e 又复丑恶
'you'hao'chou'zhe 有好丑者
'you'ling'rui'hua 犹灵瑞华
'you'neng'ji'liang 有能计量
'you'neng'ming'liao 有能明了
'you'qi'guo'tu 又其国土
'you'qi'yue'sheng 又其乐声
'you'qiu'cai'feng'dao'ran'huan'zhuo'zhe 有求裁缝捣染浣濯者
'you'rao'san'za 右绕三匝
'you'ru'dian'guang 犹如电光
'you'ru'ju'mo 犹如聚墨
'you'ru'ming'jing 犹如明镜
'you'ru'yi'ti 犹如一渧
'you'sheng'wen'pu'sa 又声闻菩萨
'you'wu'liang'shou'fo 又无量寿佛
'you'xian'hu'deng'shi'liu'zheng'shi 又贤护等十六正士
'you'yi'zhong'bao'miao'yi 又以众宝妙衣
'you'yu'da'cheng'zhong'pu'sa'ju 又与大乘众菩萨俱
'you'yu'hou'yuan 游于后园
'you'zhan'tan'shu 有旃檀树
'you'zhong'bao'lian'hua 又众宝莲华
'you'zhu'fo'guo 游诸佛国
'you'zhu'yu'chi 有诸浴池
'yu'a'seng'qi'na'you'ta'jie 于阿僧祇那由他劫
'yu'bai'qian'jie 于百千劫
'yu'bai'qian'wan'jie 于百千万劫
'yu'bai'qian'wan'yi'na'you'ta'jie 于百千万亿那由他劫
'yu'bao'shu'zhong 于宝树中
'yu'bi'da'hai 于彼大海
'yu'bi'si'ji 愚鄙斯极
'yu'bu'ke'si'yi'zhao'zai'yong'jie 于不可思议兆载永劫
'yu'chu'qi'yi'huo 欲除其疑惑
'yu'ci'hua'zhong 于此化终
'yu'da'bi'qiu'zhong'wan'er'qian'ren'ju 与大比丘众万二千人俱
'yu'de'yi'fu 欲得衣服
'yu'fa'cang'bi'qiu 语法藏比丘
'yu'ji'wu'yi 于己无益
'yu'jian'ze'jian 欲见则见
'yu'ling'guan'shen 欲令灌身
'yu'ling'hai'fu 欲令还复
'yu'ling'zhi'jing 欲令至颈
'yu'ling'zhi'xi 欲令至膝
'yu'ling'zhi'yao 欲令至腰
'yu'qi'fo'suo 于其佛所
'yu'sheng'wo'guo 欲生我国
'yu'shi'chao'yi 与世超异
'yu'shi'fa'zang'bi'qiu 于是法藏比丘
'yu'shi'shi'zi'zai'wang'fo 于是世自在王佛
'yu'shi'shi'zun'gao'a'nan'yue 于是世尊告阿难曰
'yu'wu'liang'shi'jie 于无量世界
'yu'xuan'fa 欲宣法
'yu'yi'nian'qing 于一念顷
'yu'yi'qie'fa 于一切法
'yu'yi'qie'wan'wu 于一切万物
'yu'yi'yun'he 于意云何
'yu'zheng'ji'qun'meng 欲拯济群萌
'yu'zhu'fo'fa 于诸佛法
'yu'zhu'zhong'sheng 于诸众生
'yuan'fo'wei'wo'guang'xuan'jing'fa 愿佛为我广宣经法
'yuan'hui'pu'sa 愿慧菩萨
'yuan'hui'xi'cheng'man 愿慧悉成满
'yuan'le'yu'wen 愿乐欲闻
'yuan'li'cu'yan 远离粗言
'yuan'wo'gong'de'li 愿我功德力
'yuan'wo'zuo'fo 愿我作佛
'yuan'zhi'man'zu'wu'liang'da'yuan 缘致满足无量大愿
'yun'he'a'nan 云何阿难
'za'se'guang'mao 杂色光茂
'zai'di'wang'bian 在帝王边
'zai'yi'suo'wei 在意所为
'zai'yi'suo'yu 在意所欲
'zai'zhu'fo'qian 在诸佛前
'zeng'gai'zhuang'fan 缯盖幢幡
'zhan'qu'yi'ti 沾取一渧
'zhan'ran'ying'man 湛然盈满
'zhan'zhuan'xiang'sheng'qian'yi'wan'bei 展转相胜千亿万倍
'zhao'yao'shi'fang 照曜十方
'zhao'yao'wu'ji 照曜无极
'zhen'dong'da'qian 震动大千
'zhen'fa'lei 震法雷
'zhen'miao'bao'wang 珍妙宝网
'zhen'miao'bian'cai 真妙辩才
'zhen'miao'hua'xiang 珍妙华香
'zhen'zhu 真珠
'zheng'ji'wu'ji 拯济无极
'zheng'jue'da'yin 正觉大音
'zhi'cheng'fo'dao 至成佛道
'zhi'fa'jian 执法剑
'zhi'hui'bian'cai 智慧辩才
'zhi'hui'gao'ming 智慧高明
'zhi'hui'guang'fo 智慧光佛
'zhi'hui'shen'miao 智慧深妙
'zhi'hui'sheng'ming 智慧圣明
'zhi'hui'wei'shang 智慧为上
'zhi'hui'wu'ai 智慧无碍
'zhi'qi'gao'ming 知其高明
'zhi'qi'ran'hou'de'fo'dao'shi 至其然后得佛道时
'zhi'qi'shu'zhe 知其数者
'zhi'qi'xian'ji 知其限极
'zhi'qiu'wu'shang'zun 志求无上尊
'zhi'wo'xin'xing 知我心行
'zhi'wu'suo'zhu 志无所著
'zhi'xin'bu'duan 至心不断
'zhi'xin'fa'yuan 至心发愿
'zhi'xin'hui'xiang 至心回向
'zhi'xin'xin'le 至心信乐
'zhi'xing'pu'sa 制行菩萨
'zhi'ye'si'bu'er'shi'wan'li 枝叶四布二十万里
'zhi'yi'zhi'li 制以智力
'zhi'yu'cheng'fo 至于成佛
'zhi'yu'de'fo 至于得佛
'zhi'yu'xu'kong 至于虚空
'zhi'yuan'shen'guang 志愿深广
'zhi'yuan'wu'juan 志愿无倦
'zhi'zhi'xiang'zhun 枝枝相准
'zhi'zhong'de'ben 植众德本
'zhi'zhuang'pu'sa 智幢菩萨
'zhong'bao 众宝
'zhong'bao'wei'ye 众宝为叶
'zhong'bao'zhi'wang 众宝之王
'zhong'miao'fa'sheng 众妙法声
'zhong'miao'hua'xiang 众妙华香
'zhong'mo'she'bu 众魔摄怖
'zhong'suo'jing'shi 众所敬事
'zhong'zhong'yi'bian 种种异变
'zhong'zhu'pu'sa 中住菩萨
'zhou'man'shi'jie 周满世界
'zhou'ye'yi'jie 昼夜一劫
'zhou'za'si'mian 周匝四面
'zhou'za'tiao'jian 周匝条间
'zhu'bu'tui'zhuan 住不退转
'zhu'fo'fa'hai 诸佛法海
'zhu'fo'guang'ming 诸佛光明
'zhu'fo'guo'tu 诸佛国土
'zhu'fo'shi'jie 诸佛世界
'zhu'fo'shi'jie'yi'bu'ke'si'yi 诸佛世界亦不可思议
'zhu'gen'que'lou'bu'ju'zu'zhe 诸根缺陋不具足者
'zhu'gen'yue'yu 诸根悦豫
'zhu'gen'zhi'hui 诸根智慧
'zhu'gong'de 贮功德
'zhu'guang'yan'yao 珠光焰耀
'zhu'hang'ye'zhi'di 住行业之地
'zhu'kong'wu'xiang'wu'yuan'zhi'fa 住空无相无愿之法
'zhu'ku'du'zhong 诸苦毒中
'zhu'miao'yin'sheng 诸妙音声
'zhu'shen'ding'men 住深定门
'zhu'shi'san'mei 住是三昧
'zhu'suo'qiu'yu'gong'yang'zhi'ju 诸所求欲供养之具
'zhu'tian'jiao'ru'lai'wen'fo'ye 诸天教汝来问佛耶
'zhu'tian'mo'fan'long'shen'ba'bu'da'zhong'zhi'zhong 诸天魔梵龙神八部大众之中
'zhu'tian'shi'ren 诸天世人
'zhu'tong'hui'sheng 诸通慧声
'zhu'wang'sheng'zhe 诸往生者
'zhu'xian'bu'xian 诸闲不闲
'zhu'yu'wu'shang'zheng'zhen'zhi'dao 住于无上正真之道
'zhuan'gong'he'cheng 转共合成
'zhuan'lun'sheng'wang 转轮圣王
'zhuan'qiu'qing'bai'zhi'fa 专求清白之法
'zhuan'xiang'guan'zhu 转相灌注
'zhuan'xiang'jian'ru 转相间入
'zhuang'yan'fo'tu 庄严佛土
'zhuang'yan'xiao'shi 庄严校饰
'zhuang'yan'zhi'ju 庄严之具
'zi'di'yi'shang 自地以上
'zi'hai'hai'bi 自害害彼
'zi'jin'chi'zhe 紫金池者
'zi'jin'wei'ben 紫金为本
'zi'jin'wei'hua 紫金为华
'zi'jin'wei'jing 紫金为茎
'zi'jin'wei'shi 紫金为实
'zi'jin'wei'tiao 紫金为条
'zi'jin'wei'ye 紫金为叶
'zi'jin'wei'zhi 紫金为枝
'zi'li'li'ren 自利利人
'zi'ran'bao'zu 自然饱足
'zi'ran'bu'qi 自然不起
'zi'ran'de'feng 自然德风
'zi'ran'de'wen 自然得闻
'zi'ran'fa'ying 自然发应
'zi'ran'guan'shen 自然灌身
'zi'ran'hua'cheng 自然化成
'zi'ran'qi'bao 自然七宝
'zi'ran'sui'yi 自然随意
'zi'ran'xiang'he 自然相和
'zi'ran'yin'yue 自然音乐
'zi'ran'ying'man 自然盈满
'zi'ran'zai'qian 自然在前
'zi'ran'zai'shen 自然在身
'zi'ran'zun'gui 自然尊贵
'zi'se'bu'bian 姿色不变
'zi'se'qing'jing 姿色清净
'zi'xing'liu'bo'luo'mi 自行六波罗蜜
'zi'yi'hui'jian'wen'wei'yan'hu 自以慧见问威颜乎
'zi'yi'suo'jian'wen'si'yi'er 自以所见问斯义耳
'zi'zhuan'lun'sheng'wang 自转轮圣王
'zong'guang'shen'qian 纵广深浅
'zong'she'mo'jie 总摄魔界
'zu'lv'qi'shang 足履其上
'zui'bi'de'chu 罪毕得出
'zui'wei'di'yi 最为第一
'zui'zun'di'yi 最尊第一
'zun'zhe'a'nan 尊者阿难
'zun'zhe'da'hao 尊者大号
'zun'zhe'da'jing'zhi 尊者大净志
'zun'zhe'da'mu'jian'lian 尊者大目犍连
'zun'zhe'da'zhu 尊者大住
'zun'zhe'jia'le 尊者嘉乐
'zun'zhe'jia'ye'jia'ye 尊者伽耶迦叶
'zun'zhe'jian'fu 尊者坚伏
'zun'zhe'jie'bin'na 尊者劫宾那
'zun'zhe'ju'zu 尊者具足
'zun'zhe'le'ben'ji 尊者了本际
'zun'zhe'li'gou 尊者离垢
'zun'zhe'li'zhang 尊者离障
'zun'zhe'liu'guan 尊者流灌
'zun'zhe'luo'yun 尊者罗云
'zun'zhe'man'yuan'zi 尊者满愿子
'zun'zhe'mian'wang 尊者面王
'zun'zhe'ming'wen 尊者名闻
'zun'zhe'mo'he'jia'ye 尊者摩诃迦叶
'zun'zhe'mo'he'zhou'na 尊者摩诃周那
'zun'zhe'na'ti'jia'ye 尊者那提迦叶
'zun'zhe'niu'wang 尊者牛王
'zun'zhe'ren'xian 尊者仁贤
'zun'zhe'ren'xing 尊者仁性
'zun'zhe'shan'lai 尊者善来
'zun'zhe'shan'shi 尊者善实
'zun'zhe'she'li'fu 尊者舍利弗
'zun'zhe'yi'cheng 尊者异乘
'zun'zhe'you'lou'pin'luo'jia'ye 尊者优楼频螺迦叶
'zun'zhe'zheng'yu 尊者正语
'zun'zhe'zheng'yuan 尊者正愿
'zuo'bu'qing'zhi'you 作不请之友
