'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'nian'fo'tu 念佛图
'nian'gu 拈古
'nian'hua'wei'xiao 拈花微笑
'nian'hua'wei'xiao 拈华微笑
'nian'jie'rong'ji 念劫融即
'nian'jing'yu'cheng'fo 念经与成佛
'nian'song 念诵
'nian'zhi'cheng 念智称
'nie'pan 涅槃
'nie'pan'hui 涅槃会
'nie'pan'shi 涅槃师
'nie'pan'zhi 涅槃智
'nie'pan'zong 涅槃宗
'ning'cheng'fa'lun'si 宁城法轮寺
'ning'jing'ye 宁静夜
'ning'ma'pai 宁玛派
'ning'ran 凝然
'niu'tou'ma'tou 牛头马头
'niu'tou'shan 牛头山
'niu'tou'zhan'tan 牛头旃檀
'nong'chan'si 农禅寺
'nuo'jian'na 诺健那
'nuo'na'hu'tu'ke'tu 诺那呼图克图
'nv'fan 女犯
'nv'ren'cheng'fo 女人成佛
'nv'zi'chu'ding 女子出定
'ou'bo'seng'zheng 欧波僧正
'ou'dan'duo'fu'li'si 欧丹多富梨寺
'ou'deng'bai'ge 欧登柏格
'ou'deng'bei'ge 欧登贝格
'ou'er'ka'te 欧尔卡特
'ou'he'ju'she'luo 沤和俱舍罗
'ou'yang'jian 欧阳渐
'ou'yang'wu'wei 欧阳无畏
'ou'zhou'fo'jiao 欧洲佛教
'pa'shan 爬山
'pa'zhu'ga'ju 帕竹噶举
'pan'gui'chan'shi'yu'lu 盘珪禅师语录
'pan'jiao 判教
'pan'yuan 攀缘
'pang'yun 庞蕴
'pei'xiu 裴休
'pi'fo'lue 毗佛略
'pi'ga'luo'lun 毗伽罗论
'pi'he'luo 毗诃罗
'pi'jia'hu'shen 被甲护身
'pi'lan're 毗兰若
'pi'liu'li'wang 毗琉璃王
'pi'lu'qi'zhi'zuo 毗卢七支坐
'pi'lu'zhe'na 毗卢遮那
'pi'lu'zhe'na'fo'zhou 毗卢遮那佛咒
'pi'ni'duo'liu'zhi 毗尼多流支
'pi'ni'mu'jing 毗尼母经
'pi'po'sha 毗婆沙
'pi'po'shi'fo 毗婆尸佛
'pi'sha'men'tian 毗沙门天
'pi'she'du 毗舍闍
'pi'she'fu'fo 毗舍浮佛
'pi'she'li 毗舍离
'pi'shi'nu'tian 毗湿奴天
'pi'shou'jie'mo'tian 毗首羯摩天
'pi'tan'shi 毗昙师
'pi'yu 譬喻
'pi'yu'shi 譬喻师
'pin'lei'zu'lun 品类足论
'pin'nv'shi'deng 贫女施灯
'pin'po'suo'luo'wang 频婆娑罗王
'pin'ren'ben'sheng'shen'bu'shi'de'li'zi 贫人本生身布施的例子
'pin'zhe'yi'deng 贫者一灯
'ping 瓶
'ping'chang'xin 平常心
'ping'chang'xin'shi'dao 平常心是道
'ping'chuan'zhang 平川彰
'ping'deng 平等
'ping'deng'xing'zhi 平等性智
'ping'jian'si 平间寺
'ping'ping'dan'dan'cai'shi'zhen 平平淡淡才是真
'ping'ta 瓶塔
'ping'xiang'xian'guan'yin'si 平乡县观音寺
'ping'xing'si 平兴寺
'po'bu'guo'zhen'zhu 破布裹真珠
'po'jie 破戒
'po'luo'men 婆罗门
'po'wa'fa 颇瓦法
'po'xie 破邪
'pu'ba'jin'gang 普巴金剛
'pu'ba'jin'gang'qi'qing'wen 普巴金刚祈請文
'pu'ba'jin'gang'xin'zhou 普巴金剛心咒
'pu'ba'jin'gang'xin'zhou'fan'chang 普巴金刚心咒梵唱
'pu'fa 普法
'pu'gan 蒲甘
'pu'guang'wang'si 普光王寺
'pu'han'yong 朴汉永
'pu'hua'yao'ling 普化摇铃
'pu'hua'zong 普化宗
'pu'hui'da'zang'jing 普慧大藏经
'pu'ji'chan'si 普济禅寺
'pu'jiu'si 普救寺
'pu'la'ke'li'te'yu 普拉克利特语
'pu'le'si 普乐寺
'pu'men 普门
'pu'men'si 普门寺
'pu'miao 菩妙
'pu'ming'si 普明寺
'pu'ning'cang 普宁藏
'pu'ning'si 普宁寺
'pu'qing 普请
'pu'qiu'tan 朴秋潭
'pu'quan'zuo'chan'yi 普劝坐禅仪
'pu'ren'si 溥仁寺
'pu'sa 菩萨
'pu'sa'ben'sheng'man'lun 菩萨本生鬘论
'pu'sa'chu'tai'jing 菩萨处胎经
'pu'sa'de'jiao'yin 菩萨的脚印
'pu'sa'di'chi'jing 菩萨地持经
'pu'sa'ding 菩萨顶
'pu'sa'jie 菩萨戒
'pu'sa'jie'ben 菩萨戒本
'pu'sa'seng 菩萨僧
'pu'sa'shan'jie'jing 菩萨善戒经
'pu'sa'ying'luo'ben'ye'jing 菩萨璎珞本业经
'pu'shang'yue 朴上月
'pu'shuo 普说
'pu'ti 菩提
'pu'ti'chang 菩提场
'pu'ti'dao'ci'di'chuan'deng'fa'shi'lie'zhuan 菩提道次第传灯法师列传
'pu'ti'dao'ci'di'jue'yao 菩提道次第诀要
'pu'ti'dao'ci'di'lun 菩提道次第论
'pu'ti'dao'deng'lun 菩提道灯论
'pu'ti'shu 菩提树
'pu'ti'si 菩提寺
'pu'ti'xin 菩提心
'pu'ti'xin'lun 菩提心论
'pu'ti'xing'jing 菩提行经
'pu'ti'yin 菩提吟
'pu'ti'zi'liang'lun 菩提资粮论
'pu'tong'yuan 普通院
'pu'tuo'shan 普陀山
'pu'tuo'zong'cheng'zhi'miao 普陀宗乘之庙
'pu'xian'pu'sa 普贤菩萨
'pu'xian'si 普贤寺
'pu'xian'xing'yuan'pin 普贤行愿品
'pu'xian'yan'ming'fa 普贤延命法
'qi'bao 七宝
'qi'bao'jiao'si 七宝教寺
'qi'bu'ke'bi 七不可避
'qi'cai 七财
'qi'ceng'hun'xiao 岂曾混淆
'qi'ceng'lun'deng 七层轮灯
'qi'chang'zhu'guo 七常住果
'qi'chu'ba'hui 七处八会
'qi'chu'shan 七处善
'qi'ci 契此
'qi'da 七大
'qi'da'si 七大寺
'qi'dai'ji 七代记
'qi'dan'cang 契丹藏
'qi'dao 祈祷
'qi'di 七谛
'qi'di 七地
'qi'di'shen'kong'nan 七地沈空难
'qi'du'jue'shan 耆闍崛山
'qi'fa 七法
'qi'fan'gong'jie 七番共解
'qi'fen'bie 七分别
'qi'fen'huo'yi 七分获一
'qi'fo 七佛
'qi'fo'ba'pu'sa'suo'shuo'da'tuo'luo'ni'shen'zhou'jing 七佛八菩萨所说大陀罗尼神咒经
'qi'fo'ji'bei'ting 七佛偈碑亭
'qi'fo'mie'zui'zhen'yan 七佛灭罪真言
'qi'fo'tong'jie'ji 七佛通戒偈
'qi'fo'yao'shi 七佛药师
'qi'fo'yao'shi'fa 七佛药师法
'qi'fo'zan'bai'ga'tuo 七佛赞呗伽陀
'qi'fu 祈福
'qi'fu'shen 七福神
'qi'gai'yu'chan 乞丐与禅
'qi'gong 七供
'qi'gui'yi 七归依
'qi'hai 七海
'qi'hei'shan 七黑山
'qi'ji 齐己
'qi'jian 七见
'qi'jin'shan 七金山
'qi'jing'hua 七净华
'qi'jing'jie 七境界
'qi'ju 七聚
'qi'ju'da 七句答
'qi'ju'zhi'du'bu'fa 七俱胝独部法
'qi'ju'zhi'fo'mu'suo'shuo'zhun'ti'tuo'luo'ni'jing 七俱胝佛母所说准提陀罗尼经
'qi'jue'shi 七觉士
'qi'jue'zhi 七觉支
'qi'kong 七空
'qi'lao'guo 弃老国
'qi'liu 七流
'qi'lou 七漏
'qi'mie'zheng 七灭诤
'qi'mu'tian 七母天
'qi'nan 七难
'qi'niu'mi'niu 骑牛觅牛
'qi'po'qi'po 耆婆耆婆
'qi'qi'ha'er'da'cheng'si 齐齐哈尔大乘寺
'qi'qi'zhai 七七斋
'qi'qing'wen 祈请文
'qi'quan 七劝
'qi'ri'zuo'tan'fa 七日作坛法
'qi'sha'ban'da'cang'jing 碛砂版大藏经
'qi'shan 七善
'qi'shan'fa 七善法
'qi'shan'lv'yi 七善律仪
'qi'shan'shi'qu 七善士趣
'qi'shan'wan'fo'si 旗山万佛寺
'qi'sheng 七圣
'qi'sheng'shi 七胜事
'qi'shi'jian 器世间
'qi'shi'jing 起世经
'qi'shi'kong'xing'lun 七十空性论
'qi'shi'wu'fa 七十五法
'qi'shi'zhu 七识住
'qi'si'yi 齐思贻
'qi'song 契嵩
'qi'ta'si 七塔寺
'qi'ta'si'zhi 七塔寺志
'qi'tang'qie'lan 七堂伽蓝
'qi'tiao'yi 七条衣
'qi'xi'fu'fa'chuan 七系付法传
'qi'xia'si 栖霞寺
'qi'xian 七贤
'qi'xing 起行
'qi'xing'ru'yi'lun 七星如意轮
'qi'yang'jian'lai 奇央缄来
'qi'yao 七曜
'qi'yao'xing'chen'bie'xing'fa 七曜星辰别行法
'qi'ye'dai 七夜待
'qi'ye'ku 七叶窟
'qi'ye'shu 七叶树
'qi'yin'ming 七因明
'qi'you 七有
'qi'yu 七喻
'qi'yu 祈雨
'qi'yu 绮语
'qi'yuan'wang'sheng'jing'tu'tuo'luo'ni 祈愿往生净土陀罗尼
'qi'zhen'ru 七真如
'qi'zhi'jie'hu 七支结护
'qi'zhong 七众
'qi'zhong'jing 七种净
'qi'zhong'li'ti 七种立题
'qi'zhong'ren 七种人
'qi'zhong'sheng'si 七种生死
'qi'zhuan'di'ba'hu'wei'yin'guo 七转第八互为因果
'qi'zhuan'shi 七转识
'qia'ba 恰巴
'qian'bo'jing 千钵经
'qian'bu'hui 千部会
'qian'cao'si 浅草寺
'qian'cheng'de'xin 虔诚的心
'qian'cheng'xian'xiang'hua 虔诚献香花
'qian'fo'shan 千佛山
'qian'fo'yin'yuan'jing 千佛因缘经
'qian'fu'si 千福寺
'qian'gu'kai'mo 千古楷模
'qian'guang'pai 千光派
'qian'hong'chu 钱弘俶
'qian'hua'pai 千华派
'qian'huang'si 銭皇寺
'qian'nan'hui'deng'lu 黔南会灯录
'qian'qi'ru'huan 千崎如幻
'qian'ri'yi 千日诣
'qian'san'san'hou'san'san 前三三后三三
'qian'seng'zhai 千僧斋
'qian'shan 千山
'qian'shi'jin'sheng 前世今生
'qian'shi'jin'sheng'zhen'ren'zhen'shi 前世今生真人真事
'qian'shou'guan'yin 千手观音
'qian'shou'qian'yan'da'bei'xin'zhou'xing'fa 千手千眼大悲心咒行法
'qian'shou'qian'yan'guan'yin'da'bei'zhou 千手千眼觀音大悲咒
'qian'song'bi'ji 千松笔记
'qian'tang 前堂
'qian'tian'hui'xue 前田惠学
'qian'tian'hui'yun 前田慧云
'qian'xi 千熙
'qian'zheng'jue'shan 前正觉山
'qian'zhi'min 钱智敏
'qiang'bu'zou 抢不走
'qiang'dao'di'zi 强盗弟子
'qie'lan 伽蓝
'qie'lan'shen 伽蓝神
'qie'lan'zun'zhe'zhou 伽蓝尊者咒
'qie'pan'tuo'guo 朅盘陀国
'qin'huang'dao'shi'di'zang'si 秦皇岛市地藏寺
'qin'luan 亲鸾
'qin'qing'fan'mu'wei'na'ban 亲情反目为哪般
'qin'xing 勤行
'qin'yu'zi 亲与子
'qing 磬
'qing'an 轻安
'qing'dai'fo'jiao 清代佛教
'qing'guan'shi'yin'xiao'fu'du'hai'tuo'luo'ni'jing 请观世音消伏毒害陀罗尼经
'qing'gui 清规
'qing'jing'an 清净庵
'qing'jing'ben'ran 清净本然
'qing'jing'dao'lun 清净道论
'qing'jing'fa'shen'fo 清静法身佛
'qing'jue'si 清觉寺
'qing'li'si 清利寺
'qing'liang'si 清凉寺
'qing'long'si 青龙寺
'qing'long'si'yi'gui 青龙寺仪轨
'qing'mei'zi 青梅子
'qing'miao'hui 青苗会
'qing'mu 青目
'qing'ning'si 庆宁寺
'qing'seng'yu'mei'nv 清僧与美女
'qing'shi 青史
'qing'shui'si 清水寺
'qing'xu 晴虚
'qing'yan 清严
'qing'yi'lu 请益录
'qing'yu'jing'fa 请雨经法
'qing'yu'wu'qing 情与无情
'qing'yuan 情缘
'qing'yuan'xia 青原下
'qing'yun'si 庆云寺
'qing'zhao 庆昭
'qing'zhu 庆诸
'qiong'sheng'si'yun 穷生死蕴
'qiong'zhu'si 笻竹寺
'qiu'bu'de'ku 求不得苦
'qiu'bu'si'zhi'huo 求不死之火
'qiu'chu'ji 丘处机
'qiu'ci 龟兹
'qiu'fa 求法
'qiu'na'ba'mo 求那跋摩
'qiu'na'ba'tuo'luo 求那跋陀罗
'qiu'na'pi'di 求那毗地
'qiu'ren'bu'ru'qiu'ji 求人不如求己
'qiu'wen'chi'fa 求闻持法
'qiu'ye'xiao'dao 秋野孝道
'qu 取
'qu'bo'luo'long'wang 瞿波罗龙王
'qu'gong'zhai'quan'ji 曲肱斋全集
'qu'lang'na'guo 屈浪拏国
'qu'li 佉梨
'qu'liu'wen 佉留文
'qu'lu 曲彔
'qu'lu'shi'zha 佉卢虱咤
'qu'mo'yi 瞿摩夷
'qu'pi'shuang'na'guo 瞿毗霜那国
'qu'ru'ji 瞿汝稷
'qu'shi'luo'yuan 瞿师罗园
'qu'shun'bu 屈眴布
'qu'tan 瞿昙
'qu'tan'mi 瞿昙弥
'qu'tan'si 瞿昙寺
'qu'tan'xian 瞿昙仙
'qu'tuo'luo'shan 佉陀罗山
'qu'wen'ta 去问他
'qu'yi 瞿夷
'qu'ying'guang 屈映光
'qu'yun 取蕴
'quan'fa'pu'ti'xin'ji 劝发菩提心集
'quan'fen 全分
'quan'guo'ge'sheng'si'yuan 全国各省寺院
'quan'hua'yan'chan'si 泉华严禅寺
'quan'ren'jie'sha'ge 劝人戒杀歌
'quan'shi 权实
'quan'shi'fo'ge 劝世佛歌
'quan'xiu'si 劝修寺
'quan'zhe'xue'gang'yao 全哲学纲要
'quan'zhou'tian'lian'si 泉州天莲寺
'que'li'fu'tu 雀离浮图
'ran'deng'fo 燃灯佛
'ran'deng'hui 燃灯会
'ran'deng'zhi'ge 燃灯之歌
'ran'fa 染法
'ran'jing'er'fa 染净二法
'ran'miao 然妙
'ran'wu 染污
'ran'wu'wu'zhi 染污无知
'ran'xin 染心
'ran'yun'hua 冉云华
'ran'zhi'gong'yang 燃指供养
'rang'ai'qi'fei 让爱起飞
're'ba'jin 热巴巾
're'qiong'ba 热穷巴
're'zhen'si 热振寺
'ren 忍
'ren'ben'yu'sheng'jing 人本欲生经
'ren'da'wa 仁达哇
'ren'gong 仁恭
'ren'hai 仁海
'ren'he'si 仁和寺
'ren'ji'yu 任继愈
'ren'jian 人间
'ren'kuan 仁宽
'ren'mian'chuang 人面疮
'ren'qin'sang'bu 仁钦桑布
'ren'ru 忍辱
'ren'sheng'shi'xiang 人生实相
'ren'sheng'si 壬生寺
'ren'sheng'tai'shun 壬生台舜
'ren'sheng'wu'qi'gai 人生无乞丐
'ren'shi'she'lun 人施设论
'ren'tian'bao'jian 人天宝鉴
'ren'tian'yan'mu 人天眼目
'ren'wang'hu'guo'bo're'bo'luo'mi'jing 仁王护国般若波罗蜜经
'ren'wang'hui 仁王会
'ren'wo'fa'wo 人我法我
'ren'yi'dang'ru'lian 人亦当如莲
'ren'yong 仁勇
'ren'yu'gu'si 仁馀古寺
'ren'zi 人子
'ri'ao 日奥
'ri'ben'da'zang'jing 日本大藏经
'ri'ben'fo'jiao 日本佛教
'ri'ben'gao'seng'chuan'yao'wen'chao 日本高僧传要文抄
'ri'ben'si 日本寺
'ri'ben'wang'sheng'ji'yue'ji 日本往生极乐记
'ri'ben'yin'du'xue'fo'jiao'xue'hui 日本印度学佛教学会
'ri'ben'zong'jiao'fa'ren'fa 日本宗教法人法
'ri'bo'yi'xi'ren'bo'qie'qi'qing'wen 日波益西仁波切祈请文
'ri'cheng 日称
'ri'guang'pu'sa 日光菩萨
'ri'guang'shan 日光山
'ri'jiang 日讲
'ri'jing 日静
'ri'lian 日莲
'ri'lian'zheng'zong 日莲正宗
'ri'lian'zong 日莲宗
'ri'long 日隆
'ri'luo 日罗
'ri'mei 日没
'ri'ri'shi'hao'ri 日日是好日
'ri'shen 日什
'ri'tian 日天
'ri'xiang'guan 日想观
'ri'yin 日印
'ri'yue'deng'ming'fo 日月灯明佛
'ri'zhao 日照
'ri'zhen 日真
'ri'zhi'mo'xian 日置默仙
'ri'zhong 日中
'rong'ku'yi'ru 荣枯一如
'rong'tong'nian'fo'zong 融通念佛宗
'rong'xi 荣西
'rou'ji'xiang 肉髻相
'rou'shen'bu'huai 肉身不坏
'rou'shi'qi'dai 肉食妻带
'ru'a'pi'da'mo'lun 入阿毗达磨论
'ru'bu'er'fa'men 入不二法门
'ru'chong'yu'mu 如虫御木
'ru'ci'yi'bang 如此一棒
'ru'da'cheng'lun 入大乘论
'ru'dao 如道
'ru'ding 入定
'ru'guo'mei'you'na'zhi'niao 如果没有那只鸟
'ru'he'jian'dao 如何见道
'ru'he'zuo'ren 如何作人
'ru'huan'san'mei 如幻三昧
'ru'huan'san'mo'di'wu'liang'yin'fa'men'jing 如幻三摩地无量印法门经
'ru'jing 如净
'ru'jiu'rui'bai'chan'shi'yu'lu 入就瑞白禅师语录
'ru'kong 如空
'ru'lai'cang 如来藏
'ru'lai'chan 如来禅
'ru'lai'shi'en 如来十恩
'ru'lai'shi'hao 如来十号
'ru'pu'sa'xing'lun 入菩萨行论
'ru'shi'guan 如实观
'ru'shi'lun 如实论
'ru'shi'wo'wen 如是我闻
'ru'shi'yu'jing 如是语经
'ru'tang'qiu'fa'xun'li'xing'ji 入唐求法巡礼行记
'ru'wo'wo'ru 入我我入
'ru'wu 如悟
'ru'xin 如馨
'ru'xue 如学
'ru'yi 如一
'ru'yi'bao'lun'wang'tuo'luo'ni 如意宝轮王陀罗尼
'ru'yi'bao'shu'shi 如意宝树史
'ru'yi'lun'guan'yin 如意轮观音
'ru'yi'lun'si 如意轮寺
'ru'yi'lun'zhou 如意轮咒
'ru'yi'tong 如意通
'ru'zang 入藏
'ru'zhong'lun 入中论
'ru'zhong'ri'yong'qing'gui 入众日用清规
'rui'da'guang'ta 瑞大光塔
'rui'fu'si 叡福寺
'rui'guang'ta 瑞光塔
'rui'jing'pai 瑞景派
'rui'li'jie'le'jin'ta 瑞丽姐勒金塔
'rui'shan'xue'yuan 叡山学院
'rui'yan'si 瑞巖寺
'rui'ye'jing 蕤耶经
'rui'zun 叡尊
'ruo'fen 若芬
'ruo'na'pi'sha'tuo'du 若那毗沙陀闍
'sa'duo 萨埵
'sa'jia'ban'chan 萨迦班禅
'sa'jia'ge'yan 萨迦格言
'sa'jia'pai 萨迦派
'sa'jia'si 萨迦寺
'sa'jia'ye'jian 萨迦耶见
'sa'jing 洒净
'sa'po'ruo 萨婆若
'sa'ta'ni'shi'fa'luo'guo 萨他泥湿伐罗国
'sa'tuo'bo'lun'pu'sa 萨陀波伦菩萨
'san'bai 三拜
'san'bao 三宝
'san'bao'gan'tong'lu 三宝感通录
'san'bao'gan'ying'yao'lue'lu 三宝感应要略录
'san'bao'ge 三宝歌
'san'bao'wu 三宝物
'san'bao'yuan 三宝院
'san'bo'luo'qu'duo 三钵罗佉多
'san'bu 三部
'san'bu'da'fa 三部大法
'san'che'si'che 三车四车
'san'cheng 三乘
'san'cheng'fang'bian 三乘方便
'san'chi'bai'jie 三祇百劫
'san'da 三大
'san'da'a'seng'chi'jie 三大阿僧祇劫
'san'da'bu 三大部
'san'da'mi'fa 三大祕法
'san'da'mi'fa'bing'cheng'shi 三大祕法禀承事
'san'dao'bao'jie 三道宝阶
'san'de 三德
'san'di 三谛
'san'du 三毒
'san'fa'du'lun 三法度论
'san'fa'yin 三法印
'san'fen'ke'jing 三分科经
'san'feng'cang'he'shang'yu'lu 三峰藏和尚语录
'san'feng'pai 三峰派
'san'fo'si 三佛寺
'san'fu 三福
'san'gang 三纲
'san'gen 三根
'san'gu'gou 三钴钩
'san'guan 三观
'san'guan 三关
'san'guang'tian'zi 三光天子
'san'gui'yi 三归依
'san'gui'yi 三皈依
'san'guo'fo'fa'chuan'tong'yuan'qi 三国佛法传通缘起
'san'guo'fo'jiao 三国佛教
'san'guo'yi'shi 三国遗事
'san'hui 三慧
'san'ji'shi 三际时
'san'jia'ye 三迦叶
'san'jian'gu'dong 三件古董
'san'jiao'he'yi'lun 三教合一论
'san'jiao'lun'heng 三教论衡
'san'jiao'ping'xin'lun 三教平心论
'san'jiao'zhi'gui 三教指归
'san'jie 三界
'san'jie 三结
'san'jie'jiao 三阶教
'san'jie'jiao'yan'jiu 三阶教研究
'san'jie'lun 三界论
'san'jie'tuo'men 三解脱门
'san'jie'wei'xin 三界唯心
'san'jing'yi'lun 三经一论
'san'jing'yi'shu 三经义疏
'san'ju'jing'jie 三聚净戒
'san'kang'wen'hua'yan'jiu'suo 三康文化研究所
'san'ke 三科
'san'ke'jian'jing 三科拣境
'san'lei'jing 三类境
'san'liang 三量
'san'lou 三漏
'san'luan 散乱
'san'lun 三论
'san'lun'shen 三轮身
'san'lun'ti'kong 三轮体空
'san'lun'xuan'yi 三论玄义
'san'lun'zong 三论宗
'san'mai'qi'lun 三脉七轮
'san'mei 三昧
'san'mei'ye'jie 三昧耶戒
'san'mei'ye'man'tu'luo 三昧耶曼荼罗
'san'mei'ye'xing 三昧耶形
'san'men'tu 三门徒
'san'mi 三密
'san'mi'di'bu'lun 三弥底部论
'san'mi'jia'chi 三密加持
'san'mi'mi'shen 三祕密身
'san'ming 三明
'san'mo'bo'di 三摩钵底
'san'mo'duo 三摩多
'san'mo'tang 三默堂
'san'neng'bian 三能变
'san'ping'deng'guan 三平等观
'san'ping'si 三平寺
'san'pu'ti 三菩提
'san'qian'da'qian'shi'jie 三千大千世界
'san'qian'wei'yi 三千威仪
'san'qian'yuan 三千院
'san'san'mei 三三昧
'san'san'mei'ye 三三昧耶
'san'shen 三身
'san'shen'cheng'dao 三身成道
'san'sheng'chan'si 三圣禅寺
'san'sheng'cheng'fo 三生成佛
'san'sheng'yuan'rong'guan 三圣圆融观
'san'sheng'yuan'rong'guan'men 三圣圆融观门
'san'shi 三识
'san'shi 三世
'san'shi 三时
'san'shi'dao 三士道
'san'shi'er'xiang 三十二相
'san'shi'jiao 三时教
'san'shi'liu'bu'shen'wang 三十六部神王
'san'shi'qi'pu'ti'fen'fa 三十七菩提分法
'san'shi'qi'zheng 三师七证
'san'shi'ri'fo'ming 三十日佛名
'san'shi'san'guo 三十三过
'san'shi'san'jian'tang 三十三间堂
'san'shi'shi'you 三世实有
'san'shi'tie'ce'zi 三十帖策子
'san'shi'wu'fo 三十五佛
'san'shi'xi'nian'yi'fan 三时系念仪范
'san'shi'xue'hui 三时学会
'san'shi'yin'guo 三世因果
'san'shi'yin'guo'ge 三世因果歌
'san'shi'yin'guo'jing 三世因果经
'san'shi'zhi'en'si 三时知恩寺
'san'shi'zhu'fo 三世诸佛
'san'su'er 三素尔
'san'tan'chuan'jie'zheng'fan 三坛传戒正范
'san'tu 三土
'san'tu 三涂
'san'tu'he 三途河
'san'wu'xing 三无性
'san'wu'xing'lun 三无性论
'san'wu'yi'zong'fa'nan 三武一宗法难
'san'xi'liu'cu 三细六粗
'san'xian'shi'sheng 三贤十圣
'san'xin'bu'ke'de 三心不可得
'san'xing 三性
'san'xing'dui'wang'zhong'dao 三性对望中道
'san'xue 三学
'san'yan 三验
'san'ye 三业
'san'ye'huo'luan 三业惑乱
'san'yi 三衣
'san'yi'yi'bo 三衣一钵
'san'you 三有
'san'yuan'shan'lun'cang'mu'lu 三缘山轮藏目录
'san'zai 三灾
'san'zang 三藏
'san'zhai 三斋
'san'zhang 三障
'san'zhi 三智
'san'zhi'chong'de 三枝充德
'san'zhi'zuo'fa 三支作法
'san'zhong'ren 三种人
'san'zhuan'du'wen 三转读文
'san'zhuan'fa'lun 三转法轮
'san'zhuan'fa'lun'jing 三转法轮经
'san'zhuan'shi'er'xing'xiang 三转十二行相
'san'zi'xing'lun 三自性论
'san'zong 三宗
'san'zun'fo 三尊佛
'sang'pu'si 桑浦寺
'sang'ye'si 桑耶寺
'sang'ye'zong'lun 桑耶宗论
'sao'shu'ye'de'xiao'he'shang 扫树叶的小和尚
'se 色
'se'ji'shi'kong 色即是空
'se'jie 色界
'se'jiu'jing'tian 色究竟天
'se'ju'san'qian 色具三千
'se'la'si 色拉寺
'se'liang 色量
'se'shen 色身
'se'yun 色蕴
'sen'lin'shu 森林书
'seng'bing 僧兵
'seng'can 僧残
'seng'can 僧璨
'seng'chi'hu 僧祇户
'seng'chi'zhi 僧祇支
'seng'chou 僧稠
'seng'chuan 僧传
'seng'dao 僧导
'seng'ga 僧伽
'seng'ga'ba'cheng 僧伽跋澄
'seng'ga'ba'mo 僧伽跋摩
'seng'ga'ba'tuo'luo 僧伽跋陀罗
'seng'ga'li 僧伽梨
'seng'ga'luo'cha 僧伽罗剎
'seng'ga'luo'cha'suo'ji'jing 僧伽罗剎所集经
'seng'ga'mi'duo 僧伽蜜多
'seng'ga'po'luo 僧伽婆罗
'seng'ga'ti'po 僧伽提婆
'seng'guan'zhi'du 僧官制度
'seng'ji 僧籍
'seng'jun 僧濬
'seng'ke 僧科
'seng'lang 僧朗
'seng'min 僧旻
'seng'quan 僧诠
'seng'ren'yu'shi'zi 僧人与虱子
'seng'rui 僧叡
'seng'wu 僧物
'seng'you 僧祐
'seng'zhao 僧肇
'sha'che'guo 莎车国
'sha'kun'da'luo 莎昆妲罗
'sha'men'bu'jing'wang'zhe'lun 沙门不敬王者论
'sha'men'guo'jing 沙门果经
'sha'mi 沙弥
'sha'mi'jie 沙弥戒
'sha'mi'ni 沙弥尼
'sha'mi'wen'da 沙弥问答
'sha'mo'fei'tuo 沙摩吠陀
'sha'sheng'jie 杀生戒
'shai'hai'tai 晒海苔
'shan 善
'shan'bian'xi'xue 山边习学
'shan'dao'si 善导寺
'shan'di'a'shu'ke'yun'dong 山迪阿输克运动
'shan'ding'da'xiao 山顶大笑
'shan'ding'si'fen'seng'jie'ben 删定四分僧戒本
'shan'ding'zhi'guan 删定止观
'shan'e'xiang'zhi 善恶相知
'shan'fang'ka'ma'ha'ye'ni'kang 山芳卡玛哈耶尼康
'shan'fu 山伏
'shan'fu'si 善福寺
'shan'gang'tie'zhou 山冈铁舟
'shan'gen 善根
'shan'gu'si 山谷寺
'shan'hai'guan'di'zang'si 山海关地藏寺
'shan'hao 山号
'shan'hua'si 善化寺
'shan'hui 善慧
'shan'jia 山家
'shan'jia'xue'sheng'shi 山家学生式
'shan'jia'yi'yuan 山家义苑
'shan'jian'cheng 善见城
'shan'jian'lv'pi'po'sha 善见律毗婆沙
'shan'kou'rui'feng 山口瑞凤
'shan'kou'yi 山口益
'shan'lai 善来
'shan'liang'zhong'de'zi'si 善良中的自私
'shan'men 山门
'shan'nv'ren'chuan 善女人传
'shan'nv'tian'zhou 善女天咒
'shan'qi 山崎
'shan'qi'an'zhai 山崎闇斋
'shan'qi'hong 山崎宏
'shan'qiao'fang'bian 善巧方便
'shan'shi'yuan 善世院
'shan'shu 善书
'shan'tian'long'cheng 山田龙城
'shan'tuo'na 珊陀那
'shan'wai 山外
'shan'wang'man'tu'luo 山王曼荼罗
'shan'wang'quan'xian 山王权现
'shan'xi'da'tong'shi'nan'jiao'qu'guan'yin'chan'si 山西大同市南郊区观音禅寺
'shan'xi'sheng'da'tong'shi'nan'jiao'qu'guan'yin'chan'si 山西省大同市南郊区观音禅寺
'shan'xi'sheng'huai'ren'xian'tian'zhu'chan'si 山西省怀仁县天竺禅寺
'shan'xi'sheng'luo'hou'si 山西省罗睺寺
'shan'xi'sheng'yu'xian'yong'qing'si 山西省盂县永清寺
'shan'xi'shi'fo 剡溪石佛
'shan'xi'xiao'yuan 山西小院
'shan'xi'yang'quan'sheng'quan'si 山西阳泉圣泉寺
'shan'yin'si 善因寺
'shan'zai 善哉
'shan'zhi'shi 善知识
'shang'ce'fa 上厕法
'shang'cong 尚聪
'shang'gong'huang'tai'zi'pu'sa'chuan 上宫皇太子菩萨传
