'a'nan 阿难
'wu'shao'wu'tong 五烧五痛
'wu'shu'wu'liang'gong'yang'zhi'ju 无数无量供养之具
'wu'shui'dai'zhe 无谁代者
'wu'suo'cang'ji'gu 无所藏积故
'wu'suo'fa'shao 无所乏少
'wu'suo'fu'yi 无所复依
'wu'suo'gu'nan 无所顾难
'wu'suo'gua'ai 无所挂碍
'wu'suo'sheng'lu 无所省录
'wu'suo'shi'hu 无所恃怙
'wu'suo'shi'mo 无所适莫
'wu'suo'wei'gu 无所畏故
'wu'suo'wei'shi 无所违失
'wu'suo'you'ju 无所忧惧
'wu'suo'zhang'ai 无所障碍
'wu'ti'tou'di 五体投地
'wu'tian'yi'you'yu'you'tian 无田亦忧欲有田
'wu'tong'wu'shao 五痛五烧
'wu'wei'wu'shi 无违无失
'wu'wei'zi'ran 无为自然
'wu'wo'suo'xin 无我所心
'wu'xi'zhi'bi'yuan 吾悉知彼愿
'wu'xiang'zeng'ji 无相憎嫉
'wu'xiu'li'rang 务修礼让
'wu'yan'dai'xin 无厌怠心
'wu'yi'guai'ye 无一怪也
'wu'yi'qi'ren 无益其人
'wu'yi'sui'zhe 无一随者
'wu'yi'wu'li 无义无礼
'wu'you'an'shi 无有安时
'wu'you'bao'chang'zhi'xin 无有报偿之心
'wu'you'chu'qi 无有出期
'wu'you'dai'zhe 无有代者
'wu'you'gong'yang'yu'fo 无由供养于佛
'wu'you'jie'shi 无有解时
'wu'you'jie'yi 无有解已
'wu'you'xing'fa 无有刑罚
'wu'you'xiu'zhi 无有休止
'wu'you'yu'zhe 无有语者
'wu'you'zhi'hui 无有智慧
'wu'you'zhi'yi 无有止已
'wu'you'zi'ran 无有自然
'wu'yu'deng'zhe 无与等者
'wu'yu'ru'deng 吾语汝等
'wu'yu'xin'qi 无余欣戚
'wu'zao'e'zhi'di 无造恶之地
'wu'zhai'yi'you'yu'you'zhai 无宅亦忧欲有宅
'wu'zhi'zhe'shao 悟之者少
'wu'zhu'er'xi 吾助尔喜
'wu'zhu'wu'ai 无著无碍
'wu'zhu'xie'ju 无诸邪聚
'wu'zun'wu'bei 无尊无卑
'xi'chu'chen'lao'zhu'gou'ran'gu 洗除尘劳诸垢染故
'xi'chu'xin'gou 洗除心垢
'xi'ling'du'tuo 悉令度脱
'xi'ling'jiu'shan 悉令就善
'xi'wang'jiao'xing 希望侥幸
'xi'wang'ta'li 希望他利
'xi'yi'jin'suo 系以金锁
'xi'yi'kuai'le 熙怡快乐
'xi'yi'xie'duo 徙倚懈惰
'xi'you'nan'yu'gu 希有难遇故
'xia'ru'e'dao 下入恶道
'xia'you'pin'qiong'si'jian'wang'lie'yu'fu 下有贫穷厮贱尪劣愚夫
'xian'hou'tong'ran 先后同然
'xian'qi'ren'qian 现其人前
'xian'ran'zou'tian'le 咸然奏天乐
'xian'ren'zu'fu 先人祖父
'xian'ru'yuan'wang 陷入怨枉
'xian'shi'da'dao 显示大道
'xian'sui'yu'zhi 先随与之
'xiang'cong'gong'sheng 相从共生
'xiang'dang'shi'li 乡党市里
'xiang'hao'guang'ming 相好光明
'xiang'qi'pu'xun 香气普熏
'xiang'yin'ji'sheng 相因寄生
'xiao'chu'sheng'si'yun 消除生死云
'xiao'chu'wu'tong 消除五痛
'xiao'san'mo'jin 消散磨尽
'xiao'san'mo'mie 消散磨灭
'xiao'shan'fu'jie 小善扶接
'xie'tai'wai'yi 邪态外逸
'xie'xin'bu'zheng 邪心不正
'xin'bu'kai'ming 心不开明
'xin'bu'tui'ruo 心不退弱
'xin'bu'yi'ju 心不疑惧
'xin'chang'nian'e 心常念恶
'xin'de'kai'ming 心得开明
'xin'jian'yi'gu 心坚意固
'xin'jie'de'dao 心解得道
'xin'ju'tong'ran 心俱同然
'xin'kou'bu'zhuan 心口不转
'xin'kou'ge'yi 心口各异
'xin'lao'shen'ku 心劳身苦
'xin'lao'xing'kun 心劳形困
'xin'le'shou'chi 信乐受持
'xin'sai'yi'bi 心塞意闭
'xin'wu'yan'zu 心无厌足
'xin'wu'yuan'lv 心无远虑
'xin'xin'huan'xi 信心欢喜
'xin'xin'hui'xiang 信心回向
'xin'yi'ju'ran 心意俱然
'xin'yi'tong'zhu 心意痛著
'xin'yong'zhe'shao 信用者少
'xin'yu'shao'zhi 心愚少智
'xin'zhi'zhe'shao 信之者少
'xin'zhong'bi'se 心中闭塞
'xin'zi'duan'zheng 心自端正
'xing'dao'jin'de 行道进德
'xing'shi'xiang'fa 兴师相伐
'xing'zhu'shi'jie'wu'zhang'ai'gu 行诸世界无障碍故
'xiong'di'fu'fu 兄弟夫妇
'xiu'ji'jie'jing 修己洁净
'xiu'kong'wu'xiang'wu'yuan'san'mei 修空无相无愿三昧
'xiu'liu'he'jing 修六和敬
'xiu'pu'sa'xing 修菩萨行
'xiu'shan'ji'de'suo'zhi 修善积德所致
'xiu'xi'shan'ben 修习善本
'xiu'xin'fo'fa 修心佛法
'xiu'xing'gong'de 修行功德
'xiu'zhu'gong'de 修诸功德
'xiu'zhu'shan'ben 修诸善本
'xu'mi'shan'wang 须弥山王
'xu'yu'zhi'jian 须臾之间
'xu'yu'zhi'qing 须臾之顷
'xuan'bu'dao'hua 宣布道化
'xuan'bu'dao'jiao 宣布道教
'xuan'zeng'ran'deng 悬缯然灯
'xuan'zhu'zeng'gai 悬诸缯盖
'yan'chang'miao'fa 演畅妙法
'yan'ling'bu'he 言令不和
'yan'nian'wu'shi 言念无实
'yan'se'chang'he 言色常和
'yan'shuo'jing'fa 演说经法
'yan'xing'xiang'fu 言行相副
'yan'xing'zhong'xin 言行忠信
'yang'e'wei'jin 殃恶未尽
'yang'fu'yi'chu 殃福异处
'yang'jiu'qian'yin 殃咎牵引
'yang'jiu'zhui'ming 殃咎追命
'yao'dang'guo'ci 要当过此
'yao'hui'ri 曜慧日
'yao'yao'ming'ming 窈窈冥冥
'yi'an'qun'sheng 以安群生
'yi'bu'kai'jie 意不开解
'yi'ceng'gong'yang'wu'liang'zhu'fo 已曾供养无量诸佛
'yi'ceng'gong'yang'wu'shu'zhu'fo 已曾供养无数诸佛
'yi'ci'hua'mei 以次化没
'yi'ci'hui'xiang 以此回向
'yi'ci'wei'ku 以此为苦
'yi'de'bian'zhi'wu'liang'wu'shu'zhu'yu'fo'suo 亦得遍至无量无数诸余佛所
'yi'de'wang'sheng 亦得往生
'yi'fu'bu'wei'wang'fa'jin'ling 亦复不畏王法禁令
'yi'fu'ru'shi 亦复如是
'yi'gai'zhuang'fan 衣盖幢幡
'yi'ge'qin'jing'jin 宜各勤精进
'yi'hong'shi'gong'de 以弘誓功德
'yi'hong'shi'gong'de'er'zi'zhuang'yan 以弘誓功德而自庄严
'yi'huo'bu'xin 疑惑不信
'yi'huo'suo'zhi 疑惑所致
'yi'jian 已见
'yi'jie'si'fo'zhi 亿劫思佛智
'yi'jie'zhong'han're 亦结众寒热
'yi'jie'zi'ran 亦皆自然
'yi'ke'kai'hua 易可开化
'yi'li 意力
'yi'ming'guan'shi'yin 一名观世音
'yi'qie'da'zhong 一切大众
'yi'qie'ju'zu 一切具足
'yi'qie'kong'wu'wo 一切空无我
'yi'qie'suo'you 一切所有
'yi'qie'tian'ren'zhong 一切天人众
'yi'qie'zhu'pu'sa 一切诸菩萨
'yi'qie'zhu'tian 一切诸天
'yi'shan'gong'e 以善攻恶
'yi'shi'shi'wu 衣食什物
'yi'shi'xi'jian 一时悉见
'yi'shi'zhi'qing 一食之顷
'yi'si'yi'sheng 一死一生
'yi'wang'er'wu'ren 易往而无人
'yi'wei'miao'yin 以微妙音
'yi'wei'shen'li 以威神力
'yi'wen 已闻
'yi'wu'ai'zhi 以无碍智
'yi'xiang'zhuan'nian'wu'liang'shou'fo 一向专念无量寿佛
'yi'xiang'zhuan'yi 一向专意
'yi'xin'zhi'hui 一心智慧
'yi'yi'huo'fo'zhi'gu 以疑惑佛智故
'yi'yi'huo'xin 以疑惑心
'yi'yi'pu'sa 一一菩萨
'yi'you'si'huan 亦有斯患
'yi'you'yu'you'zhi 亦忧欲有之
'yi'zhi'cheng'xin 以至诚心
'yi'zi'ji'ji 以自给济
'yi'zi'jue'duan 宜自决断
'yi'zuo'zhu'shan 益作诸善
'yin'fa'wu'liang'xin 因发无量心
'yin'ku'shi'du 饮苦食毒
'yin'li 因力
'yin'qi'qian'shi'bu'xin'dao'de 因其前世不信道德
'yin'shi'wu'du 饮食无度
'ying'dang'xin'shun 应当信顺
'ying'fa'wu'shang'pu'ti'zhi'xin 应发无上菩提之心
'ying'hu'zhu'zhi 营护助之
'ying'ji'xiang'po 应急相破
'ying'nian'ji'zhi 应念即至
'ying'qi'suo'xing 应其所行
'ying'shi'wu'liang'zun 应时无量尊
'yong'ba'sheng'si'gen'ben 永拔生死根本
'yong'jie'yi'lai 永劫已来
'yong'yue'da'huan'xi 踊跃大欢喜
'yong'yue'jie'huan'xi 踊跃皆欢喜
'yong'zi'zhen'gei 用自赈给
'you'bi'pu'sa 又彼菩萨
'you'bu'le'bi'chu 犹不乐彼处
'you'bu'san'jie 游步三界
'you'du'song'song 忧毒忪忪
'you'er'pu'sa 有二菩萨
'you'fu'de'wen'wu'liang'shou'fo 又复得闻无量寿佛
'you'ji'suo'bu'tui'pu'sa 有几所不退菩萨
'you'ju'wan'duan 忧惧万端
'you'liu'shi'qi'yi'bu'tui'pu'sa 有六十七亿不退菩萨
'you'nian'chou'bu 忧念愁怖
'you'nian'jie'fu 忧念结缚
'you'nian'xiang'sui 忧念相随
'you'qi'bao'lao'yu 有七宝牢狱
'you'qi'guo'tu 又其国土
'you'qi'ming'ji 又其名籍
'you'ru'da'cheng 犹如大乘
'you'ru'da'di 犹如大地
'you'ru'da'feng 犹如大风
'you'ru'da'yu 犹如大雨
'you'ru'huo'wang 犹如火王
'you'ru'jing'shui 犹如净水
'you'ru'lian'hua 犹如莲华
'you'ru'meng'huan'xiang 犹如梦幻响
'you'ru'niu'wang 犹如牛王
'you'ru'shen'fa'men 游入深法门
'you'ru'xiang'wang 犹如象王
'you'ru'xu'kong 犹如虚空
'you'ru'xue'shan 犹如雪山
'you'ru'zhong'yun 犹如重云
'you'shen'you'ju 尤深尤剧
'you'shi'shao'shi 有是少是
'you'si'shi'deng 忧思适等
'you'suo'hui'nu 有所恚怒
'you'suo'qu'xiang 有所趣向
'you'tai'sheng'zhe 有胎生者
'you'tian'you'tian 有田忧田
'you'wei'qin'ku 忧畏勤苦
'you'wu'tong'ran 有无同然
'you'wu'xiang'tong 有无相通
'you'you'zun'gui'hao'fu 又有尊贵豪富
'you'zhai'you'zhai 有宅忧宅
'you'zhi'qi'jue 游志七觉
'you'zhu'shen'tong 游诸神通
'yu'bang'kuai'xi 于傍快喜
'yu'bi'dong'fang'heng'he'sha'fo'guo 于彼东方恒河沙佛国
'yu'chi'bi'e 愚痴弊恶
'yu'chi'meng'mei 愚痴蒙昧
'yu'ci'guo'tu 于此国土
'yu'ci'ju'e'ji'ku'zhi'zhong 于此剧恶极苦之中
'yu'ci'shi'jie 于此世界
'yu'ci'xiu'shan'shi'ri'shi'ye 于此修善十日十夜
'yu'ci'zhu'zhi 于此诸智
'yu'du'zhong'sheng 欲度众生
'yu'fo'jiao'fa 于佛教法
'yu'fo'xiang'zhi 与佛相值
'yu'fo'zai'shi 遇佛在世
'yu'gan'lu'fa'run'zhong'sheng'gu 雨甘露法润众生故
'yu'hai'fu'mu'xiong'di'juan'shu 欲害父母兄弟眷属
'yu'he'le'hu 欲何乐乎
'yu'huo'suo'fu 愚惑所覆
'yu'ji'cheng'shi 欲击成事
'yu'jiang'lai'shi 于将来世
'yu'min'ye'ren 愚民野人
'yu'qi'bao'hua'zhong 于七宝华中
'yu'qi'guo'tu'suo'you'wan'wu 于其国土所有万物
'yu'qi'ri'zhong 于七日中
'yu'qiu'chang'sheng 欲求长生
'yu'ren'jing'nan 欲人敬难
'yu'sha'zhen'ren 欲杀真人
'yu'shan'zhi'shi 遇善知识
'yu'shi'a'nan'qi'zheng'yi'fu 于是阿难起整衣服
'yu'shi'mi'le'pu'sa 于是弥勒菩萨
'yu'shou'yi'jie 欲寿一劫
'yu'tan'duo'you 欲贪多有
'yu'tong'gong'ju 与痛共居
'yu'wei'zhong'e 欲为众恶
'yu'wen'ci'jing 欲闻此经
'yu'wu'bai'sui'zhong 于五百岁中
'yu'wu'shang'dao 于无上道
'yu'xing'kai'dao'ren 欲行开导人
'yu'xu'kong'zhong 于虚空中
'yu'yi'qie'you'wu'suo'zhu'gu 于一切有无所著故
'yu'yi'yun'he 于意云何
'yu'yu'jin'shi'jian'wu'liang'shou'fo 欲于今世见无量寿佛
'yu'zhu'da'zhong 与诸大众
'yu'zhu'shan'fa'zui'shang'shou'gu 于诸善法最上首故
'yu'zhu'shi'jian'wu'ran'wu'gu 于诸世间无染污故
'yu'zhu'zhong'sheng 于诸众生
'yu'zi'hou'ji 欲自厚己
'yu'zi'mian'chu 欲自勉出
'yuan'dao'ta'suo 远到他所
'yuan'ji'guo'wu'yi 愿己国无异
'yuan'jian'bi'fo'an'le'guo'tu 愿见彼佛安乐国土
'yuan'li 愿力
'yuan'li 缘力
'yuan'li'sheng'wen'yuan'jue'zhi'di 远离声闻缘觉之地
'yuan'li'zhong'e 远离众恶
'yuan'ling'qi'si 愿令其死
'yuan'sheng'bi'guo 愿生彼国
'yuan'sheng'qi'guo 愿生其国
'yuan'wo'guo'yi'ran 愿我国亦然
'yun'zai'qun'meng'chu'sheng'si'gu 运载群萌出生死故
'zai'li'bu'qi 灾厉不起
'zai'ren'hou'ye 在人后也
'zai'wei'bu'zheng 在位不正
'zai'xu'kong'zhong 在虚空中
'zai'yi'suo'yuan 在意所愿
'ze'neng'xin'ci'shi 则能信此事
'ze'qi'shan'zhe 择其善者
'ze'shi'ju'zu'wu'shang'gong'de 则是具足无上功德
'ze'wo'shan'qin'you 则我善亲友
'zeng'ji'shan'ren 憎嫉善人
'zhai'jie'qing'jing'yi'ri'yi'ye 斋戒清净一日一夜
'zhan'zhuan'qi'zhong 展转其中
'zhan'zhuan'wu'dao 展转五道
'zhan'zhuan'xiang'sheng 展转相生
'zhang'de'du'tuo 长得度脱
'zhang'lao'a'nan 长老阿难
'zhang'she'chuang'zhang 张设床帐
'zhao'bai'you'xun 照百由旬
'zhao'ran'fen'ming 昭然分明
'zhao'zhu'gong'de'deng'yi'jing'gu 照诸功德等一净故
'zhe'nei'bi'yu'zhong 辄内彼狱中
'zhe'yi'feng'san'zhu'fo 辄以奉散诸佛
'zhen'da'fa'lei'jue'wei'jue'gu 震大法雷觉未觉故
'zhen'miao'shu'te 珍妙殊特
'zheng'fu'qi'shou'wen 整服稽首问
'zheng'nian'zhi'guan 正念止观
'zheng'shen'xi'mian 正身西面
'zheng'xin'zheng'yi 正心正意
'zhi'bi'yan'jing'guo 至彼严净国
'zhi'cheng'da'yuan 至成大怨
'zhi'chi'gang'wei 执持纲维
'zhi'chong'fo'dao 志崇佛道
'zhi'fa'ru'dian'ying 知法如电影
'zhi'hui'cheng'man 智慧成满
'zhi'hui'gong'de 智慧功德
'zhi'hui'ming'jian'ba'fang'shang'xia 智慧明见八方上下
'zhi'hui'ru'da'hai 智慧如大海
'zhi'hui'sheng'gu 智慧胜故
'zhi'hui'yong'meng 智慧勇猛
'zhi'jing'ju'tian 至净居天
'zhi'qi'jiu'hou 至其久后
'zhi'qi'xing'shi 知其形势
'zhi'qiu'fo'fa 志求佛法
'zhi'qiu'yan'jing'tu 志求严净土
'zhi'shen'xiu'ye 治身修业
'zhi'si'jing'zhe 值斯经者
'zhi'wu'pi'juan 志无疲倦
'zhi'yi'qie'fa 知一切法
'zhi'yong'jing'jin 志勇精进
'zhi'you'wang'kuang'bu'dai'zhi'shu 至有尪狂不逮之属
'zhi'yu'bi'an 至于彼岸
'zhi'yu'ni'huan 至于泥洹
'zhi'zhu'bai'sui 止住百岁
'zhong'bu'tui'zhuan 终不退转
'zhong'dao'zhi'yao 众道之要
'zhong'de'du'shi'ni'huan'zhi'dao 终得度世泥洹之道
'zhong'gong'huan'yan 众共患厌
'zhong'mo'wai'dao'bu'neng'dong'gu 众魔外道不能动故
'zhong'si'lei'xi 重思累息
'zhong'wai'qin'shu 中外亲属
'zhong'wai'zhi'shi 中外知识
'zhong'wu'you'shi 终无有是
'zhong'you'bu'shan'zhi'ren 中有不善之人
'zhong'zhong'zhuang'yan 种种庄严
'zhou'ye'yi'jie 昼夜一劫
'zhu'bo'luo'mi 诸波罗蜜
'zhu'bu'tui'zhuan 住不退转
'zhu'da'sheng'wen 诸大声闻
'zhu'e'suo'gui 诸恶所归
'zhu'fo'gao'pu'sa 诸佛告菩萨
'zhu'fo'guo'tu 诸佛国土
'zhu'fo'jing'dao 诸佛经道
'zhu'gen'ming'li 诸根明利
'zhu'shan'gui'shen 诸善鬼神
'zhu'shang'bu'ming 主上不明
'zhu'shang'wei'shan 主上为善
'zhu'tian'ren'deng 诸天人等
'zhu'tian'ren'min'ru'dong'zhi'lei 诸天人民蠕动之类
'zhu'tong'ming'hui 诸通明慧
'zhu'tong'ming'li 诸通明力
'zhu'xiao'hang'pu'sa 诸小行菩萨
'zhu'xiao'pu'sa 诸小菩萨
'zhu'you'zhong'sheng 诸有众生
'zhu'yu'ren'gui 著于人鬼
'zhu'yu'wu'shang'xia 著于无上下
'zhuan'gong'cong'shi 转共从事
'zhuan'jing'xing'dao 专精行道
'zhuan'jing'xiu'xue 专精修学
'zhuan'le'qiu'fa 专乐求法
'zhuan'mao'qi'shen 转贸其身
'zhuan'qiu'jing'fo'tu 专求净佛土
'zhuan'sheng'shou'shen 转生受身
'zhuan'xiang'cheng'shou 转相承受
'zhuan'xiang'chi'ling 转相敕令
'zhuan'xiang'jiao'hua 转相教化
'zhuan'xiang'jiao'jie 转相教诫
'zhuan'xiang'jiao'ling 转相教令
'zhuan'xiang'ke'zei 转相克贼
'zhuan'xiang'qi'dai 转相欺殆
'zhuan'xiang'si'li 转相嗣立
'zhuan'xiang'zheng'ji 转相拯济
'zhui'ming'suo'sheng 追命所生
'zi'bu'neng'jian 自不能见
'zi'qi'qi'fu 子欺其父
'zi'qi'yan'zeng 自妻厌憎
'zi'ran'er'zuo 自然而作
'zi'ran'fei'e 自然非恶
'zi'ran'gong'yang 自然供养
'zi'ran'hua'sheng 自然化生
'zi'ran'jiu'ju 自然纠举
'zi'ran'ke'shi 自然克识
'zi'ran'po'cu 自然迫促
'zi'ran'qu'xiang 自然趣向
'zi'ran'qu'zhi 自然趣之
'zi'ran'you'shi 自然有是
'zi'ran'zhi'suo'qian 自然之所牵
'zi'ran'zuo'shan 自然作善
'zi'ting'suo'wei 恣听所为
'zi'wei'guo'jiu 自为过咎
'zi'xiang'jiao'ran 自相燋然
'zi'xin'kuai'yi 恣心快意
'zi'yi'qiang'jian 自以强健
'zi'yong'shi'dang 自用识当
'zi'yong'yan'jian 自用偃蹇
'zi'zai'sui'yi 自在随意
'zi'zhi'bu'tui'zhuan 自致不退转
'zong'wei'kui'rao 总猥愦扰
'zou'zhu'yin'yue 奏诸音乐
'zui'bao'zi'ran 罪报自然
'zui'e'suo'zhao 罪恶所招
'zui'sheng'fu'tian 最胜福田
'zui'wu'lun'pi 最无伦匹
'zui'zun'di'yi 最尊第一
'zun'bei'shang'xia 尊卑上下
'zun'chao'zhong'sheng 尊超众圣
'zun'gui'hao'fu 尊贵豪富
'zun'gui'zi'da 尊贵自大
'zun'sheng'jing'shan 尊圣敬善
'zuo'bu'de'dao 坐不得道
'zuo'qi'bu'an 坐起不安
'zuo'zhi'bu'de'dao 坐之不得道
'zuo'zhi'mie'zu 坐之灭族
'zuo'zhu'gong'de 作诸功德
