'ai'er'bu'shang 哀而不伤
'qi'tian'hu 欺天乎
'qi'wei'de'zhi'ye 其未得之也
'qi'wei'ren 其为仁
'qi'wei'ren'ye 其为人也
'qi'wei'ren'ye'xiao'di 其为人也孝弟
'qi'wei'ren'zhi'ben'yu 其为仁之本与
'qi'wei'sheng'ren'hu 其惟圣人乎
'qi'xin'san'yue'bu'wei'ren 其心三月不违仁
'qi'yan'bu'rang 其言不让
'qi'yan'si'bu'zu'zhe 其言似不足者
'qi'yan'ye'ren 其言也讱
'qi'yan'ye'shan 其言也善
'qi'yan'zhi'bu'zuo 其言之不怍
'qi'yi'bian 齐一变
'qi'yi'jiu'yi 期已久矣
'qi'you'chuan'yu'zhi'dao'ye'yu 其犹穿窬之盗也与
'qi'you'suo'shi'yi 其有所试矣
'qi'you'ye'yu 其由也与
'qi'you'zheng'qiang'mian'er'li'ye'yu 其犹正墙面而立也与
'qi'yu'bu'zu'guan'ye'yi 其余不足观也已
'qi'yu'shou 启予手
'qi'yu'ze'ri'yue'zhi'yan'er'yi'yi 其余则日月至焉而已矣
'qi'yu'zhe'shang'ye 起予者商也
'qi'yu'zu 启予足
'qi'zai'zong'miao'chao'ting 其在宗庙朝廷
'qi'zheng'ye'jun'zi 其争也君子
'qi'zhi 器之
'qi'zhi'yi'hu 其至矣乎
'qi'zhi'yi'li 齐之以礼
'qi'zhi'yi'xing 齐之以刑
'qi'zhong'ye'yi 其终也已
'qi'zhu'yi'hu'ren'zhi'qiu'zhi'yu 其诸异乎人之求之与
'qian'sheng'zhi'guo 千乘之国
'qian'yan'xi'zhi'er 前言戏之耳
'qian'ze'jie 浅则揭
'qiao'xiao'qian'xi 巧笑倩兮
'qiao'yan'ling'se 巧言令色
'qiao'yan'luan'de 巧言乱德
'qie'bi'yu'wo'lao'peng 窃比于我老彭
'qie'er'yan'guo'yi 且尔言过矣
'qie'er'yu'qi'cong'pi'ren'zhi'shi 且而与其从辟人之士
'qie'qie'si'si 切切偲偲
'qie'wen'er'jin'si 切问而近思
'qie'yu'yu'qi'si'yu'chen'zhi'shou'ye 且予与其死于臣之手也
'qie'yu'zong 且予纵
'qie'zai'bang'yu'zhi 且在邦域之
'qie'zhi'fang'ye 且知方也
'qin'bu'shi 寝不尸
'qin'bu'yan 寝不言
'qin'yu'qi'shen'wei'bu'shan'zhe 亲于其身为不善者
'qing'shi'si'yu'yi 请事斯语矣
'qing'tao'zhi 请讨之
'qing'wen'qi'mu 请问其目
'qing'wen'zhi 请问之
'qing'xue'wei'pu 请学为圃
'qing'yi 请益
'qiu'bei'yan 求备焉
'qiu'bu 丘不
'qiu'er'he'ru 求尔何如
'qiu'he'wei'shi'xi'xi'zhe'yu 丘何为是栖栖者与
'qiu'ling 丘陵
'qiu'qi'zhi 求其志
'qiu'ren'er'de'ren 求仁而得仁
'qiu'shan'jia'er'gu'zhu 求善贾而沽诸
'qiu'wei'da 丘未达
'qiu'wei'ke'zhi'ye 求为可知也
'qiu'wu'nai'er'shi'guo'yu 求无乃尔是过与
'qiu'ye'ke'shi'cong'zheng'ye'yu 求也可使从政也与
'qiu'ye'tui 求也退
'qiu'ye'wei'zhi 求也为之
'qiu'ye'wen'wen'si'xing'zhu 求也问闻斯行诸
'qiu'ye'wen'you'guo'you'jia'zhe 丘也闻有国有家者
'qiu'ye'xing 丘也幸
'qiu'ye'yi 求也艺
'qiu'zhi'dao'jiu'yi 丘之祷久矣
'qiu'zhi'yu 求之与
'qu'bing 去兵
'qu'bo'yu'shi'ren'yu'kong'zi 蘧伯玉使人于孔子
'qu'er'pi'zhi 趋而辟之
'qu'gong'er'zhen'zhi 曲肱而枕之
'qu'jin 趋进
'qu'sang 去丧
'qu'se'er'ge 取瑟而歌
'qu'shi 去食
'qu'yi'bie'yi 区以别矣
'que'dang'tong'zi'jiang'ming 阙党童子将命
'qun'er'bu'dang 群而不党
'qun'ju'zhong'ri 群居终日
'ran'er'wei'ren 然而未仁
'ran'fei'yu 然非与
'ran'hou'jun'zi 然后君子
'ran'hou'mian'yu'fu'mu'zhi'huai 然后免于父母之怀
'ran'hou'wei'xue 然后为学
'ran'hou'yue'zheng 然后乐正
'ran'hu 然乎
'ran'qiu'yue 冉求曰
'ran'qiu'zhi'yi 冉求之艺
'ran'you'ji 冉有季
'ran'you'ji'lu'jian'yu'kong'zi'yue 冉有季路见于孔子曰
'ran'you'pu 冉有仆
'ran'you'wen 冉有问
'ran'you'yue 冉有曰
'ran'you'zi'gong'kan'kan'ru'ye 冉有子贡侃侃如也
'ran'ze'cong'zhi'zhe'yu 然则从之者与
'ran'ze'guan 然则管
'ran'ze'shi'yu'yu 然则师愈与
'ran'zi'tui'chao 冉子退朝
'ran'zi'wei'qi'mu'qing'su 冉子为其母请粟
'ran'zi'yu'zhi'su'wu'bing 冉子与之粟五秉
'ren'bi'zhi'zhi 人必知之
'ren'bu 人不
'ren'bu'jian'yu'qi'fu'mu'kun'di'zhi'yan 人不间于其父母昆弟之言
'ren'bu'kan'qi'you 人不堪其忧
'ren'bu'neng'shou'zhi 仁不能守之
'ren'bu'yan'qi'qu 人不厌其取
'ren'bu'yan'qi'yan 人不厌其言
'ren'bu'zhi 人不知
'ren'er'bu'ren 人而不仁
'ren'er'bu'wei'zhou'nan'zhao'nan 人而不为周南召南
'ren'er'wu'heng 人而无恒
'ren'er'wu'xin 人而无信
'ren'jiang'ju'wo 人将拒我
'ren'jie'ji'yi'jin 人洁己以进
'ren'jie'you'xiong'di 人皆有兄弟
'ren'neng'hong'dao 人能弘道
'ren'neng'shou'zhi 仁能守之
'ren'qi'she'zhu 人其舍诸
'ren'sui'yu'zi'jue 人虽欲自绝
'ren'wei'you'zi'zhi'zhe'ye 人未有自致者也
'ren'wu'yuan'lv 人无远虑
'ren'yan'sou'zai 人焉廋哉
'ren'ye 人也
'ren'yi'wei'chan'ye 人以为谄也
'ren'yi'wei'ji'ren 仁以为己任
'ren'yuan'hu'zai 仁远乎哉
'ren'yue 人曰
'ren'zai'qi'zhong'yi 仁在其中矣
'ren'ze'wu'bu 仁则吾不
'ren'zhe 仁者
'ren'zhe'an'ren 仁者安仁
'ren'zhe'bi'you'yong 仁者必有勇
'ren'zhe'bu'you 仁者不忧
'ren'zhe'jing 仁者静
'ren'zhe'le'shan 仁者乐山
'ren'zhe'shou 仁者寿
'ren'zhe'xian'nan'er'hou'huo 仁者先难而后获
'ren'zhi'guo'ye 人之过也
'ren'zhi'jiang'si 人之将死
'ren'zhi'sheng'ye'zhi 人之生也直
'ren'zhi'yan'yue 人之言曰
'ren'zhong'er'dao'yuan 任重而道远
'reng'jiu'guan 仍旧贯
'ri'yue'shi'yi 日月逝矣
'ri'yue'ye 日月也
'ri'zhi'qi'suo'wang 日知其所亡
'rou'sui'duo 肉虽多
'ru'bei'yu'jian'kong'zi 孺悲欲见孔子
'ru'bu'ji 如不祭
'ru'bu'ke'qiu 如不可求
'ru'bu'rong 如不容
'ru'bu'ru'xiang'ren'zhi'shan'zhe'hao'zhi 如不如乡人之善者好之
'ru'bu'shan'er'mo'zhi'wei'ye 如不善而莫之违也
'ru'bu'sheng 如不胜
'ru'de'qi'qing 如得其情
'ru'fu'yun 如浮云
'ru'gong'men 入公门
'ru'hui'tong 如会同
'ru'le'he 如乐何
'ru'li'he 如礼何
'ru'lin 如临
'ru'lv'bo'bing 如履薄冰
'ru'qi'li'yue 如其礼乐
'ru'qi'ren 如其仁
'ru'qi'shan'er'mo'zhi'wei'ye 如其善而莫之违也
'ru'ri'yue'zhi'shi'yan 如日月之食焉
'ru'sha'wu'dao 如杀无道
'ru'si'er'yi'hu 如斯而已乎
'ru'tai'miao 入太庙
'ru'wu'liu'shi 如五六十
'ru'ye 如也
'ru'yong'zhi 如用之
'ru'you'bo'shi'yu'min'er'neng'ji'zhong 如有博施于民而能济众
'ru'you'suo'li'zhuo'er 如有所立卓尔
'ru'you'suo'yu'zhe 如有所誉者
'ru'you'wang'zhe 如有王者
'ru'you'yong'wo'zhe 如有用我者
'ru'you'zheng 如有政
'ru'you'zhou'gong'zhi'cai'zhi'mei 如有周公之才之美
'ru'yu 如愚
'ru'yue 入曰
'ru'ze'shi'fu'xiong 入则事父兄
'ru'zheng'ren'he 如正人何
'ru'zhi'he 如之何
'ru'zhi'he'qi'che'ye 如之何其彻也
'ru'zhi'he'qi'fei'zhi 如之何其废之
'ru'zhi'he'qi'ju'ren'ye 如之何其拒人也
'ru'zhi'he'qi'ke'ji'ye 如之何其可及也
'ru'zhi'he'qi'wen'si'xing'zhi 如之何其闻斯行之
'ru'zhi'he'zhe 如之何者
'ru'zhi'wei'jun'zhi'nan'ye 如知为君之难也
'ru'zhuo'ru'mo 如琢如磨
'ruo'ji'shi'ze'wu'bu'neng 若季氏则吾不能
'ruo'sheng'yu'ren 若圣与仁
'ruo'you'ye 若由也
'ruo'zang'wu'zhong'zhi'zhi 若臧武仲之知
'san'chu 三黜
'san'dai 三代
'san'fan'liao'shi'cai 三饭缭适蔡
'san'fen'tian'xia'you'qi'er 三分天下有其二
'san'jia'zhe 三家者
'san'jun'ke'duo'shuai'ye 三军可夺帅也
'san'nian 三年
'san'nian'bu'wei'le 三年不为乐
'san'nian'bu'yan 三年不言
'san'nian'wu'gai'yu'fu'zhi'dao 三年无改于父之道
'san'nian'xue 三年学
'san'nian'you'cheng 三年有成
'san'nian'zhi'sang 三年之丧
'san'ren'xing 三人行
'san'ri'bu'chao 三日不朝
'san'shi 三世
'san'shi'er'li 三十而立
'san'xiu'er'zuo 三嗅而作
'san'yi'tian'xia'rang 三以天下让
'san'yue'bu'zhi'rou'wei 三月不知肉味
'san'zi'zhe'chu 三子者出
'sang'bang'hu 丧邦乎
'sang'shi'bu'gan'bu'mian 丧事不敢不勉
'sang'si'ai 丧思哀
'sang'yu'qi'yi'ye 丧与其易也
'sang'zhi'hu'ai'er'zhi 丧致乎哀而止
'se'bo'ru'ye 色勃如也
'se'e 色恶
'se'li'er'nei'ren 色厉而内荏
'se'nan 色难
'se'qu'ren 色取仁
'se'si'ju'yi 色斯举矣
'se'si'wen 色思温
'se'zhuang'zhe'hu 色庄者乎
'sha'ji'wei'shu'er'shi'zhi 杀鸡为黍而食之
'shan'chuan'qi'she'zhu 山川其舍诸
'shan'fu 善夫
'shan'ju'shi 善居室
'shan'liang'ci'zhi 山梁雌雉
'shan'ren'jiao'min'qi'nian 善人教民七年
'shan'ren'shi'fu 善人是富
'shan'ren'wei'bang'bai'nian 善人为邦百年
'shan'ren'wu'bu'de'er'jian'zhi'yi 善人吾不得而见之矣
'shan'wei'wo'ci'yan'ru'you'fu'wo'zhe 善为我辞焉如有复我者
'shan'you'ren 善诱人
'shan'zai 善哉
'shan'zai'wen 善哉问
'shang'de'zai'ruo'ren 尚德哉若人
'shang'hao'li 上好礼
'shang'hao'xin 上好信
'shang'hao'yi 上好义
'shang'ren'hu 伤人乎
'shang'ru'yi 上如揖
'shang'shi'qi'dao 上失其道
'shang'wen'zhi'yi 商闻之矣
'shang'xia'shen'zhi 上下神只
'shang'ye'bu'ji 商也不及
'shang'yi 上矣
'shang'zhe 上者
'shao'shi'yang'ji'qing'xiang'ru'yu'hai 少师阳击磬襄入于海
'shao'you 少有
'shao'zhi'shi 少之时
'she'bu'zhu'pi 射不主皮
'she'hu'da'guo'zhi'jian 摄乎大国之间
'she'qi'sheng'tang 摄齐升堂
'she'se'er'zuo 舍瑟而作
'she'xiao'guo 赦小过
'she'ze'bu'sun 奢则不孙
'she'zhi'ze'cang 舍之则藏
'shen'er'wu'li'ze'xi 慎而无礼则葸
'shen'fa'du 审法度
'shen'shen'ru'ye 申申如也
'shen'xing'qi'yu 慎行其余
'shen'yan'qi'yu 慎言其余
'shen'yi'wu'shuai'ye 甚矣吾衰也
'shen'yu'shui'huo 甚于水火
'shen'yuan 深渊
'shen'ze'li 深则厉
'shen'zhong'qing 身中清
'shen'zhong'zhui'yuan 慎终追远
'sheng'che 升车
'sheng'er'zhi'zhi'zhe'shang'ye 生而知之者上也
'sheng'ren'wu'bu'de'er'jian'zhi'yi 圣人吾不得而见之矣
'shi'bu'cheng 事不成
'shi'bu'ke'yi'bu'hong'yi 士不可以不弘毅
'shi'bu'yan'jing 食不厌精
'shi'bu'yu 食不语
'shi'dao'ye 是道也
'shi'er'huai'ju 士而怀居
'shi'er'you'ze'xue 仕而优则学
'shi'fu 式负
'shi'fu'dao 食夫稻
'shi'fu'mu 事父母
'shi'fu'mu'ji'jian 事父母几谏
'shi'fu'yu'jun 弑父与君
'shi'gu'e'fu'ning'zhe 是故恶夫佞者
'shi'gu'shen'zhi 是故哂之
'shi'he'ru'si'ke'wei'zhi'da'yi 士何如斯可谓之达矣
'shi'hu 使乎
'shi'huo'ye 是惑也
'shi'jian'wei'zhi'ming 士见危致命
'shi'jiao'qie'lin 使骄且吝
'shi'jun 事君
'shi'jun'jin'li 事君尽礼
'shi'jun'jing'qi'shi 事君敬其事
'shi'jun'shu 事君数
'shi'ke'ren'ye 是可忍也
'shi'ke'yi'xing 诗可以兴
'shi'ke'yu'yan'shi'yi'yi 始可与言诗已矣
'shi'li'ye 是礼也
'shi'lu'kong'qiu'yu 是鲁孔丘与
'shi'lu'kong'qiu'zhi'tu'yu 是鲁孔丘之徒与
'shi'mian'chu 师冕出
'shi'mian'jian 师冕见
'shi'min'jing'zhong'yi'quan 使民敬忠以劝
'shi'min'ru'cheng'da'ji 使民如承大祭
'shi'min'yi'shi 使民以时
'shi'min'zhan'li 使民战栗
'shi'nan'neng'ye 是难能也
'shi'qi'dai'fu'zhi'xian'zhe 事其大夫之贤者
'shi'qi'suo'yi 视其所以
'shi'qiu'ye 是丘也
'shi'ren 失饪
'shi'ren 失人
'shi'ren'zhi 是人之
'shi'ren'zhi'suo'yu'ye 是人之所欲也
'shi'ruo'xu 实若虚
'shi'san'bai 诗三百
'shi'she'ji'zhi'chen'ye 是社稷之臣也
'shi'shi'ke'zhi'ye 十世可知也
'shi'shi'yu'jun 侍食于君
'shi'shi'yuan'er 室是远而
'shi'shu'tao'lun'zhi 世叔讨论之
'shi'shu'zhi'li 诗书执礼
'shi'shui'zhi'guo'yu 是谁之过与
'shi'si 事思
'shi'si'ming 视思明
'shi'wei'guo'yi 是谓过矣
'shi'wei'neng'yang 是谓能养
'shi'wei'qi'zhi 是谓弃之
'shi'wei'zei 是为贼
'shi'wen'ye 是闻也
'shi'wu'you'ye 是吾忧也
'shi'xian'hu 是贤乎
'shi'yan 失言
'shi'ye 是也
'shi'ye'guo 师也过
'shi'ye'pi 师也辟
'shi'yi'er'ai 食饐而餲
'shi'yi'jun'zi'bu'wei'ye 是以君子不为也
'shi'yi'jun'zi'wu'ju'xia'liu 是以君子恶居下流
'shi'yi'wei'zheng 是亦为政
'shi'yi'you'fan'dian 氏亦有反坫
'shi'you 始有
'shi'yu'jun'zi'you'san'qian 侍于君子有三愆
'shi'yu'shang'ye'shu'xian 师与商也孰贤
'shi'yu'si'fang 使于四方
'shi'yu'you'zheng 施于有政
'shi'yun 诗云
'shi'yun'ru'qie'ru'cuo 诗云如切如磋
'shi'zai'shi'zai 时哉时哉
'shi'zhe'chu 使者出
'shi'zhe'ru'si'fu 逝者如斯夫
'shi'zhi'bu'gan 食旨不甘
'shi'zhi'jin 是知津
'shi'zhi'qi'bu 是知其不
'shi'zhi'wen'zhi 使之闻之
'shi'zhi'ye 是知也
'shi'zhi'yi'li 事之以礼
'shi'zhi'yu'dao 士志于道
'shi'zhi'zhi'shi 师挚之始
'shi'zi'lu'fan'jian'zhi 使子路反见之
'shi'zi'lu'wen'jin'yan 使子路问津焉
'shi'zuo 始作
'shou'si'shan'dao 守死善道
'shou'zhi'yi'zheng 授之以政
'shu'bu'ke'ren'ye 孰不可忍也
'shu'bu'zhi'li 孰不知礼
'shu'er'bu'zuo 述而不作
'shu'er'di'qi 述而第七
'shu'gan'bu'zheng 孰敢不正
'shu'hou'juan'yan 孰后倦焉
'shu'neng'wei'zhi'da 孰能为之大
'shu'sun'wu'shu'hui'zhong'ni 叔孙武叔毁仲尼
'shu'sun'wu'shu'yu'dai'fu'yu'chao 叔孙武叔语大夫于朝
'shu'wei'fu'zi 孰为夫子
'shu'wei'zou'ren'zhi'zi'zhi'li'hu 孰谓鄹人之子知礼乎
'shu'xian'chuan'yan 孰先传焉
'shu'yi'zai 庶矣哉
'shu'yun 书云
'shui'hui'shui'yu 谁毁谁誉
'shui'huo 水火
'shui'neng'chu'bu'you'hu 谁能出不由户
'shui'wei 谁为
'shun'yi'yi'ming'yu 舜亦以命禹
'shun'you'chen'wu'ren'er'tian'xia'zhi 舜有臣五人而天下治
'shun'you'tian'xia 舜有天下
'shun'yu'zhi'you'tian'xia'ye'er'bu'yu'yan 舜禹之有天下也而不与焉
'shuo'er'bu'yi 说而不绎
'shuo'ye 说也
'shuo'zhi'bu'yi'dao 说之不以道
'shuo'zhi'sui'bu'yi'dao 说之虽不以道
'si'bu'ji'she 驷不及舌
'si'bu'neng'yan'zhe 似不能言者
'si'bu'yi'hui'er'bu'fei'hu 斯不亦惠而不费乎
'si'bu'yi'tai'er'bu'jiao'hu 斯不亦泰而不骄乎
'si'bu'yi'wei'er'bu'meng'hu 斯不亦威而不猛乎
'si'chu'yi 斯出矣
'si'di 私觌
'si'er'bu'xue 思而不学
'si'er'hou'yi 死而后已
'si'er'wu'hui'zhe 死而无悔者
'si'fan'que'shi'qin 四饭缺适秦
'si'fang'zhi'zheng'xing'yan 四方之政行焉
'si'hai'kun'qiong 四海困穷
'si'hai'ye'yi 斯害也已
'si'hai'zhi'nei'jie'xiong'di'ye 四海之内皆兄弟也
'si'ji'er'yi'yi 斯己而已矣
'si'jin'xin'yi 斯近信矣
'si'ke'yi 斯可矣
'si'ke'yi'cong'zheng'yi 斯可以从政矣
'si'ma'niu'wen'jun'zi 司马牛问君子
'si'ma'niu'wen'ren 司马牛问仁
'si'ma'niu'you'yue 司马牛忧曰
'si'min'ye 斯民也
'si'ren'ye'er'you'si'ji'ye 斯人也而有斯疾也
'si'ren'zhi'yi 斯仁至矣
'si'ru'yi 斯辱矣
'si'sheng'you'ming 死生有命
'si'shi'er'bu'huo 四十而不惑
'si'shi'wu'shi'er'wu'wen'yan 四十五十而无闻焉
'si'shi'xing'yan 四时行焉
'si'shu'yi 斯疏矣
'si'ti'bu'qin 四体不勤
'si'wei'zhi'jun'zi'yi'hu 斯谓之君子已乎
'si'wei'zhi'ren'yi'hu 斯谓之仁已乎
'si'wu'xie 思无邪
'si'yi'bu'zu 斯亦不足
'si'yuan'bao'man'yi 斯远暴慢矣
'si'yuan'bi'bei'yi 斯远鄙倍矣
'si'zhi'ren'yi 斯知仁矣
'si'zhi'ri 死之日
'song'bu'zu'zheng'ye 宋不足征也
'song'shi'san'bai 诵诗三百
'su'yi 素衣
'su'yi'wei'xuan'xi 素以为绚兮
'sui'bai'shi 虽百世
'sui'bu'wo'yu 岁不我与
'sui'bu'wu'yi 虽不吾以
'sui'che'ma 虽车马
'sui'de'zhi 虽得之
'sui'duo 虽多
'sui'fu'yi'kui 虽覆一篑
'sui'gao'zhi'yue 虽告之曰
'sui'han'ran'hou'zhi'song'bai'zhi'hou'diao'ye 岁寒然后知松柏之后凋也
'sui'ling'bu'cong 虽令不从
'sui'man'mo'zhi'bang'xing'yi 虽蛮貊之邦行矣
'sui'shang'zhi'bu'qie 虽赏之不窃
'sui'shao 虽少
'sui'shi'bu'jian 遂事不谏
'sui'shu'shi'cai'geng 虽疏食菜羹
'sui'wei'zhong 虽违众
'sui'xia 虽狎
'sui'xiao'dao 虽小道
'sui'xie 虽亵
'sui'you'su 虽有粟
'sui'you'zhou'qin 虽有周亲
'sui'yu'cong'zhi 虽欲从之
'sui'yu'wu'yong 虽欲勿用
'sui'yue'bu'yao'jun 虽曰不要君
'sui'yue'wei'xue 虽曰未学
'sui'zhi'bian'zhi'shi 虽执鞭之士
'sui'zhi'si'lai 绥之斯来
'sui'zhi'yi'di 虽之夷狄
'sun'yi 损矣
'sun'yi'chu'zhi 孙以出之
'sun'zhe'san'le 损者三乐
'sun'zhe'san'you 损者三友
'suo'e'ye 所恶也
'suo'sun'yi 所损益
'suo'wei'da'chen'zhe 所谓大臣者
'suo'wei'li'zhi'si'li 所谓立之斯立
'suo'zhong 所重
'ta'ren'zhi'xian'zhe 他人之贤者
'ta'ri'you'du'li 他日又独立
'tai'bo 泰伯
'tai'bo'di'ba 泰伯第八
'tai'er'bu'jiao 泰而不骄
'tai'ye 泰也
'tai'zai'wen'yu'zi'gong'yue 太宰问于子贡曰
'tai'zai'zhi'wo'hu 太宰知我乎
'tang'di'zhi'hua 唐棣之华
'tang'tang'hu'zhang'ye 堂堂乎张也
'tang'you'tian'xia 汤有天下
'tang'yu'zhi'ji 唐虞之际
'tao'tao'zhe 滔滔者
'tian'he'yan'zai 天何言哉
'tian'jiang'yi'fu'zi'wei'mu'duo 天将以夫子为木铎
'tian'lu'yong'zhong 天禄永终
'tian'sang'yu 天丧予
'tian'sheng'de'yu'yu 天生德于予
'tian'xia 天下
'tian'xia'gui'ren'yan 天下归仁焉
'tian'xia'jie'shi'ye 天下皆是也
'tian'xia'wu'dao 天下无道
'tian'xia'you'dao 天下有道
'tian'xia'you'dao'ze'jian 天下有道则见
'tian'xia'zhi'e'jie'gui'yan 天下之恶皆归焉
'tian'xia'zhi'tong'sang'ye 天下之通丧也
'tian'xia'zhi'wu'dao'ye'jiu'yi 天下之无道也久矣
'tian'yan'zhi 天厌之
'tian'zhi'jiang'sang'si'wen'ye 天之将丧斯文也
'tian'zhi'li'shu'zai'er'gong 天之历数在尔躬
'tian'zhi'wei'sang'si'wen'ye 天之未丧斯文也
'tian'zi'mu'mu 天子穆穆
'ting'qi'yan'ye'li 听其言也厉
'ting'si'cong 听思聪
'ting'song 听讼
'tong'zi'jian 童子见
'tong'zi'liu'qi'ren 童子六七人
'tui'er'sheng'qi'si 退而省其私
'tuo'shen 拖绅
'wan'fang'you'zui 万方有罪
'wang'dao'er'shi'ren 枉道而事人
'wang'er'wei'you 亡而为有
'wang'qi'shen'yi'ji 忘其身以及
'wang'sun'jia'wen'yue 王孙贾问曰
'wang'sun'jia'zhi'jun'lv 王孙贾治军旅
'wang'ye 往也
'wang'zhe'bu'ke'jian 往者不可谏
'wang'zhe'zhi 枉者直
'wang'zhi 亡之
'wang'zhi'sheng'ye'xing'er'mian 罔之生也幸而免
'wang'zhi'yan'ran 望之俨然
'wei'bang'bu'ru 危邦不入
'wei'chang'bao'ye 未尝饱也
'wei'chang'zhi'yu'yan'zhi'shi'ye 未尝至于偃之室也
'wei'chen'bu'yi 为臣不易
'wei'cheng'yi'kui 未成一篑
'wei'chi'ze'fei'bang'ye'yu 唯赤则非邦也与
'wei'da'ren 畏大人
'wei'er'bu'chi 危而不持
'wei'er'bu'meng 威而不猛
'wei'gong'sun'chao'wen'yu'zi'gong'yue 卫公孙朝问于子贡曰
'wei'guan'zhong 微管仲
'wei'guo'yi'li 为国以礼
'wei'he'shen 唯何甚
'wei'jian'dao'ren'er'si'zhe'ye 未见蹈仁而死者也
'wei'jian'qi'ren'ye 未见其人也
'wei'jian'qi'zhi'ye 未见其止也
'wei'jian'yan'shai'er'yan'wei'zhi'gu 未见颜色而言谓之瞽
'wei'jin'er 唯谨尔
'wei'jin'shan'ye 未尽善也
'wei'jiu'wu'liang 唯酒无量
'wei'jun'dai'zi'er'wei'zheng 卫君待子而为政
'wei'jun'nan 为君难
'wei'ke'ye 未可也
'wei'ke'yu 未可与
'wei'ke'yu'li 未可与立
'wei'ke'yu'shi'dao 未可与适道
'wei'kong'qiu 为孔丘
'wei'kong'zi'yue 谓孔子曰
'wei'li'bu'jing 为礼不敬
'wei'li'bu'tong'ke 为力不同科
'wei'ling'gong'di'shi'wu 卫灵公第十五
'wei'ling'gong'wen'chen'yu'kong'zi 卫灵公问陈于孔子
'wei'liu'xia'hui'shao'lian 谓柳下惠少连
'wei'men'di'zi'yue 谓门弟子曰
'wei'ming 为命
'wei'nan'neng'ye 为难能也
'wei'neng'shi'ren 未能事人
'wei'nv'zi'yu'xiao'ren'wei'nan'yang'ye 唯女子与小人为难养也
'wei'qi'yan'er 唯其言而
'wei'qiu'ze'fei'bang'ye'yu 唯求则非邦也与
'wei'ren'hu 未仁乎
'wei'ren'mou'er'bu'zhong'hu 为人谋而不忠乎
'wei'ren'you'ji 为仁由己
'wei'ren'zhe'neng'hao'ren 唯仁者能好人
'wei'ru'yu'shi'ye 未入于室也
'wei'ruo'pin'er'le 未若贫而乐
'wei'shan'ye 未善也
'wei'shang'zhi'yu'xia'yu'bu'yi 唯上知与下愚不移
'wei'sheng'mu'wei'kong'zi'yue 微生亩谓孔子曰
'wei'sheng'ren'zhi'yan 畏圣人之言
'wei'tian'ming 畏天命
'wei'tian'wei'da 唯天为大
'wei'tong'xing 为同姓
'wei'wei'hu 巍巍乎
'wei'wei'hu'qi'you'cheng'gong'ye 巍巍乎其有成功也
'wei'wen'hao'xue'zhe'ye 未闻好学者也
'wei'wo'yu'er'you'shi'fu 唯我与尔有是夫
'wei'wu 谓武
'wei'xin 未信
'wei'xing'yan'sun 危行言孙
'wei'yan'wei'xing 危言危行
'wei'yao'ze'zhi 唯尧则之
'wei'ye 谓也
'wei'ye 未也
'wei'ye'yi 畏也已
'wei'you'xiao'ren'er'ren'zhe'ye 未有小人而仁者也
'wei'yu'zhong'yi'yi 谓虞仲夷逸
'wei'zheng'di'er 为政第二
'wei'zheng'yi'de 为政以德
'wei'zhi 为之
'wei'zhi 未之
'wei'zhi'nan 为之难
'wei'zhi'sheng 未知生
'wei'zhi'si'ye 未之思也
'wei'zhi'wu'meng'zi 谓之吴孟子
'wei'zhi'you'si 谓之有司
'wei'zhi'you'ye 未之有也
'wei'zhong'you 为仲由
'wei'zhui'yu'di 未坠于地
'wei'zi'chu 唯子出
'wei'zi'di'shi'ba 微子第十八
'wei'zi'qu'zhi 微子去之
'wei'zu'yu'yi'ye 未足与议也
'wen'bu'zai'zi'hu 文不在兹乎
'wen'gu'er'zhi'xin 温故而知新
'wen'guan'zhong 问管仲
'wen'le'bu'le 闻乐不乐
'wen'li 闻礼
'wen'ren 问仁
'wen'ren'yu'ta'bang 问人于他邦
'wen'shao 闻韶
'wen'sheng'zhi'ze'shi 文胜质则史
'wen'shi 闻诗
'wen'si'er'zhe 闻斯二者
'wen'si'xing'zhi 闻斯行之
'wen'si'xing'zhu 闻斯行诸
'wen'wang'ji'mei 文王既没
'wen'wu'zhi'dao 文武之道
'wen'xian'bu'zu'gu'ye 文献不足故也
'wen'xian'ge'zhi'sheng 闻弦歌之声
'wen'xing'zhong'xin 文行忠信
'wen'yi'bu'neng'xi 闻义不能徙
'wen'yi'de'san 问一得三
'wen'you'zhi'ye 文犹质也
'wen'yu'jie'ni 问于桀溺
'wen'yu'kong'zi 问于孔子
'wen'yu'zeng'zi 问于曾子
'wen'zheng 问政
'wen'zhi 问知
'wen'zhi'bin'bin 文质彬彬
'wen'zhi'yi'li'yue 文之以礼乐
'wen'zi'xi 问子西
'wo'ai'qi'li 我爱其礼
'wo'dai'jia'zhe'ye 我待贾者也
'wo'du'wang 我独亡
'wo'dui'yue 我对曰
'wo'fei'sheng'er'zhi'zhi'zhe 我非生而知之者
'wo'kou'qi'liang'duan'er'jie 我叩其两端而竭
'wo'wei'jian'hao'ren'zhe 我未见好仁者
'wo'wei'jian'li'bu'zu'zhe 我未见力不足者
'wo'wei'zhi'jian'ye 我未之见也
'wo'wu'neng'yan 我无能焉
'wo'wu'shi'ye 我无是也
'wo'yu'ren 我欲仁
'wo'ze'yi'yu'shi 我则异于是
'wo'zhi'bu'xian'yu 我之不贤与
