'ai'er'bu'shang 哀而不伤
'si'yi'bu'zu'wei'ye'yi 斯亦不足畏也已
'si'yi'er'yi'yi 斯已而已矣
'si'yuan'bao'man'yi 斯远暴慢矣
'si'yuan'bi'bei'yi 斯远鄙倍矣
'si'zhi'ren'yi 斯知仁矣
'song'bu'zu'zheng'ye 宋不足征也
'song'shi'san'bai 诵诗三百
'song'yuan'ren'zhu 宋元人注
'su'rou 宿肉
'su'yi'qiu 素衣裘
'su'yi'wei'xuan'xi 素以为绚兮
'sui'bai'shi 虽百世
'sui'bu'wu'yi 虽不吾以
'sui'che'ma 虽车马
'sui'duo 虽多
'sui'fu'yi'kui 虽覆一篑
'sui'gao'zhi'yue 虽告之曰
'sui'han 岁寒
'sui'ling'bu'cong 虽令不从
'sui'shang'zhi'bu'qie 虽赏之不窃
'sui'shi'bu'jian 遂事不谏
'sui'shu'shi 虽疏食
'sui'xia'bi'bian 虽狎必变
'sui'xie'bi'yi'mao 虽亵必以貌
'sui'you'su 虽有粟
'sui'yu'cong'zhi 虽欲从之
'sui'yu'wu'yong 虽欲勿用
'sui'yuan'zhong 虽远众
'sui'yue'bu'yao 虽曰不要
'sui'yue'wei'xue 虽曰未学
'sui'zhi'yi'di 虽之夷狄
'suo'sun'yi 所损益
'suo'wei'da'chen'zhe 所谓大臣者
'tai 泰
'tai'bei 台北
'tai'bo'di'ba 泰伯第八
'tai'bo'qi'ke'wei'zhi'de'ye'yi'yi 太伯其可谓至德也已矣
'tang'di'zhi'hua 唐棣之华
'tang'you'tian'xia 汤有天下
'tang'yu'zhi'ji 唐虞之际
'tao 陶
'te 慝
'te'yu 慝与
'tian'jiang'yi'fu'zi'wei'mu'duo 天将以夫子为木铎
'tian'sang'yu 天丧予
'tian'sheng'de'yu'yu 天生德於予
'tian'xia'gui'ren'yan 天下归仁焉
'tian'xia'you'dao'ze'jian 天下有道则见
'tian'xia'zhi'wu'dao'ye'jiu'yi 天下之无道也久矣
'tian'yan'zhi 天厌之
'tian'you'ren 天尤人
'tian'zhi'wei'sang'si'wen'ye 天之未丧斯文也
'tian'zhi'zhang'sang'si'wen'ye 天之章丧斯文也
'tian'zi'mu'mu 天子穆穆
'ting'qi'yan'er'guan'qi'xing 听其言而观其行
'ting'qi'yan'er'xin'qi'xing 听其言而信其行
'ting'song 听讼
'tong'zi'jian 童子见
'tong'zi'liu'qi'ren 童子六七人
'tu'yi'chong'de'ye 徒义崇德也
'tui'er'sheng'qi'si 退儿省其私
'wang'er'wei'you 亡而为有
'wang'qi'shen'yi'ji'qi'qin 忘其身以及其亲
'wang'sun'jia'wen'yue 王孙贾问曰
'wang'sun'jia'zhi'jun'lv 王孙贾治军旅
'wang'zhi 亡之
'wang'zhi'sheng'ye'xing'er'mian 罔之生也幸而免
'wei 为
'wei 唯
'wei 未
'wei'bang'bu'ren 危邦不人
'wei'chang'bao'ye 未尝饱也
'wei'chang'zhi'yu'yan'zhi'shi'ye 未尝至於偃之室也
'wei'chen'bu'yi 为臣不易
'wei'cheng'yi'kui 未成一篑
'wei'chi'fei'bang'ye'yu 唯赤非邦也与
'wei'er'bu'meng 威而不猛
'wei'guan'zhong 微管仲
'wei'guo'yi'li 为国以礼
'wei'he 唯何
'wei'he'yuan'zhi'you 未何远之有
'wei'jin'er 唯谨尔
'wei'jin'shan'ye 未尽善也
'wei'jiu'wu'liang 唯酒无量
'wei'jun 为君
'wei'jun'dai'zi'er'wei'zheng 卫君待子而为政
'wei'jun'nan 为君难
'wei'ke'ye 未可也
'wei'ke'yu 未可与
'wei'ke'yu'li 未可与立
'wei'ke'yu'shi'dao 未可与适道
'wei'kong'you'wen 唯恐有闻
'wei'li'bu'jing 为礼不敬
'wei'li'bu'tong'ke 为力不同科
'wei'ling'gong'di'shi'wu 卫灵公第十五
'wei'ling'gong'wen'chen'yu'kong'zi 卫灵公问陈於孔子
'wei'men'di'zi'yue 谓门弟子曰
'wei'ming 为命
'wei'neng'shi'ren 未能事人
'wei'ning'ye 为佞也
'wei'qi'ran'ye 为其然也
'wei'qi'yan'er'mo'yu'wei'ye 唯其言而莫予违也
'wei'qiu'ze'fei'bang'ye'yu 唯求则非邦也与
'wei'ren 为仁
'wei'ren'hu 未仁乎
'wei'ren'zhe'neng'hao'ren 唯仁者能好人
'wei'ru'yu'shi'ye 未入於室也
'wei'ruo'pin'er'le 未若贫而乐
'wei'sheng'mu'wei'kong'zi'yue 微生亩谓孔子曰
'wei'tian'wei'da 唯天为大
'wei'tong'xing 为同姓
'wei'wei'hu 巍巍乎
'wei'wen'hao'xue'zhe'ye 未闻好学者也
'wei'wo'yu'er'you'shi'fu 惟我与尔有是夫
'wei'wu 谓武
'wei'xiao'hu 为孝乎
'wei'xing 危行
'wei'yan 危言
'wei'yao'ze'zhi 唯尧则之
'wei'you'xiao'ren'er'ren'zhe'ye 未有小人而仁者也
'wei'zhao'wei'lao'ze'you 为赵魏老则优
'wei'zheng'di'er 为政第二
'wei'zheng'yi'de 为政以德
'wei'zhi 未之
'wei'zhi 未知
'wei'zhi 违之
'wei'zhi'nan 为之难
'wei'zhi'neng'xing 未之能行
'wei'zhi'ren'yi'hu 谓之仁矣乎
'wei'zhi'si'ye 未之思也
'wei'zhi'wu'meng'zi 谓之吴孟子
'wei'zhi'you'ye 未之有也
'wei'zhi'zheng 卫之政
'wei'zu'yu'yi'ye 未足与议也
'wen 文
'wen 问
'wen'bu'zai'zi'hu 文不在兹乎
'wen'gu'er'zhi'xin 温故而知新
'wen'ren 问仁
'wen'ren'yu'ta'bang 问人於他邦
'wen'sheng'zhi'ze'shi 文胜质则史
'wen'si'xing'zhi 闻斯行之
'wen'si'xing'zhu 闻斯行诸
'wen'wang'ji'mei 文王既没
'wen'xian'bu'zu'gu'ye 文献不足故也
'wen'xue 文学
'wen'yi'bu'neng'cong 闻义不能从
'wen'you'zhi'ye 文犹质也
'wen'yu'kong'zi 问於孔子
'wen'zheng 问政
'wen'zhi'bin'bin 文质彬彬
'wen'zhi'chu'ban'she 文致出版社
'wen'zhi'yi'li'le 文之以礼乐
'wo'ai'qi'li 我爱其礼
'wo'bu'yu'ren'zhi'jia'zhu'wo'ye 我不欲人之加诸我也
'wo'dai'jia'zhe'ye 我待贾者也
'wo'du'wang 我独亡
'wo'dui'yue 我对曰
'wo'fei'sheng'er'zhi'zhi'zhe 我非生而知之者
'wo'kou'qi'liang'duan'er 我叩其两端而
'wo'ru'fu'yun 我如浮云
'wo'wei'jian'hao'ren'zhe 我未见好仁者
'wo'wei'jian'li'bu'zu'zhe 我未见力不足者
'wo'wei'jian'ye 我未见也
'wo'wu'neng'yan 我无能焉
'wo'wu'shi'ye 我无是也
'wo'yu'ren 我欲仁
'wu 五
'wu 毋
'wu'bi 毋必
'wu'bi'wei'zhi'xue'yi 吾必谓之学矣
'wu'bu'de'er'jian'zhi'yi 吾不得而见之矣
'wu'bu'de'jing'zhi'yi 吾不得静之矣
'wu'bu'ru'lao'nong 吾不如老农
'wu'bu'ru'lao'pu 吾不如老圃
'wu'bu'shi 吾不试
'wu'bu'tu'xing 吾不徒行
'wu'bu'xin'ye 吾不信也
'wu'bu'yu'guan'zhi'yi 吾不欲观之矣
'wu'bu'yu'ji 吾不与祭
'wu'bu'yu'ye 吾不与也
'wu'bu'zhi'zhi'yi 吾不知之矣
'wu'chen'er'wei'you'chen 无臣而为有臣
'wu'cong'xia 吾从下
'wu'cong'zhong 吾从众
'wu'cong'zhou 吾从周
'wu'dan'gai 勿惮改
'wu'dang 吾党
'wu'dang'you'zhi'gong'zhe 吾党有直躬者
'wu'dang'zhi'xiao'zi'kuang'jian 吾党之小子狂简
'wu'dao'yi'yi'guan'zhi 吾道一以贯之
'wu'dao'ze'yin 无道则隐
'wu'de'er'shi'zhu 吾得而食诸
'wu'e'ye 无恶也
'wu'gong'ren'zhi'e 无攻人之恶
'wu'gu 毋固
'wu'he'yi'guan'zhi'zai 吾何以观之哉
'wu'he'zhi 吾何执
'wu'hu 呜呼
'wu'jian'qi'jin'ye 吾见其进也
'wu'jian'qi'ju'yu'wei'ye 吾见其居於位也
'wu'jian'xiao'li 无见小利
'wu'jian'yu'fu'zi 吾见於夫子
'wu'jiang'wen'zhi 吾将问之
'wu'juan 无倦
'wu'le'hu 无乐乎
'wu'li'you'neng'si'zhu'shi'chao 吾力犹能肆诸市朝
'wu'ma'qi'yi'gao 巫马期以告
'wu'min'zhi'yi 务民之义
'wu'mo'ru'zhi'he'ye'yi'yi 吾末如之何也已矣
'wu'mo'ye 无莫也
'wu'nai'da'jian 无乃大简
'wu'nai'wei'ning'hu 无乃为佞乎
'wu'neng'yan'zhi 吾能言之
'wu'ning'si'yu'er'san'zi'zhi'shou'hu 无甯死於二三子之手乎
'wu'qi'ye 勿欺也
'wu'qi'yu'wen'zhi 吾其与闻之
'wu'ri'san'xing'wu'shen'wei'ren'mou'er'bu'zhong'hu 吾日三省吾身为人谋而不忠乎
'wu'shao'ye'jian 吾少也贱
'wu'shi'er'zhi'tian'ming 五十而知天命
'wu'shi'lao 无施劳
'wu'shi'ye 无适也
'wu'shi'yi'xue'yi 五十以学易
'wu'shi'you'wu'er'zhi'yu'xue 吾十有五而志于学
'wu'shi'yu 勿施於
'wu'shui'qi 吾谁欺
'wu'si'zhi'wei'neng'xin 吾斯之未能信
'wu'suo'bu'shuo 无所不说
'wu'suo'gui 无所归
'wu'suo'qu'cai 无所取材
'wu'suo'shou'ye 吾所寿也
'wu'wang'ye 吾往也
'wu'wang'yue 武王曰
'wu'wei 无违
'wu'wei'chang'bu'de'jian'ye 吾未尝不得见也
'wu'wei'chang'wu'hui'yan 吾未尝无诲焉
'wu'wei'jian'gang'zhe 吾未见刚者
'wu'wei'jian'hao'de 吾未见好德
'wu'wei'jian'neng'jian'qi'guo'er'zi'song'zhe'ye 吾未见能见其过而自讼者也
'wu'wei'jian'qi'zhi'ye 吾未见其止也
'wu'wei'xiao'ren'ru 无为小人儒
'wu'wen'jun'zi'bu'dang 吾闻君子不党
'wu'wen'zhi'ye 吾闻之也
'wu'wo 毋我
'wu'wu'xing'er'bu'yu'er'san'zi'zhe 吾无行而不与二三子者
'wu'wu'yi 毋吾以
'wu'wu'yin'hu'er 吾无隐乎尔
'wu'xi'se 无喜色
'wu'yan 勿言
'wu'yi 毋意
'wu'yi'nv'wei'si'yi 吾以女为死矣
'wu'yi'shang'zhi 无以尚之
'wu'yi'wei'zhi 吾亦为之
'wu'yi'yi'hu 吾已矣乎
'wu'yi'yu'wu'jia'zhu'ren 吾亦欲无加诸人
'wu'yi'zi'wei'yi'zhi'wen 吾以子为异之问
'wu'yong'ye 无勇也
'wu'you'bu'ru'ji'zhe 无友不如己者
'wu'you'bu'ru'ji'zhe 毋友不如己者
'wu'you'bu'zu 吾犹不足
'wu'you'ren'ye 吾犹人也
'wu'you'zhi'hu'zai 吾有知乎哉
'wu'yu'dian'ye 吾与点也
'wu'yu'hui'yan'zhong'ri 吾与回言终日
'wu'yu'nv'fu'ru'ye 吾与女弗如也
'wu'yu'su 无欲速
'wu'yuan'yan 无怨言
'wu'yun'se 无愠色
'wu'zhi'mian'fu 吾知免夫
'wu'zhi'ye 吾止也
'wu'zhi'ye 无知也
'wu'zhi'yu'yi 吾执御矣
'wu'zi'ru'yan 毋自辱焉
'wu'zi'wei'fan'lu 吾自卫反鲁
'xi 希
'xi'bu'zheng'bu'zuo 席不正不坐
'xi'er'bu'sang 奚而不丧
'xi'hu 习乎
'xi'hu 惜乎
'xi'qi'sang 奚其丧
'xi'qi'wei'wei'zheng 奚其为为政
'xi'qi'zheng 奚其正
'xi'qu'yu'san'jia'zhi'tang 奚取於三家之堂
'xi'ru'ye 翕如也
'xi'wei'yu'qiu'zhi'men 奚为於丘之门
'xi'xi'si'ke'yi 夕夕死可矣
'xi'zhe'wu'you 昔者吾友
'xi'zi 奚自
'xia'er'yin 下而饮
'xia'hou'shi'yi'song 夏后氏以松
'xia'li 夏礼
'xia'ru'shou 下如授
'xia'xue'er'shang'da 下学而上达
'xian'fan 先饭
'xian'hu'zai 贤乎哉
'xian'jin'di'shi'yi 先进第十一
'xian'jin'yu'li'yue 先进於礼乐
'xian'sheng'zhuan 先生馔
'xian'shi'hou'de 先事後得
'xian'wang'zhi'dao 先王之道
'xian'wen 宪问
'xian'wen'di'shi'si 宪问第十四
'xian'xian'yi'se 贤贤易色
'xian'xing'qi'yan'er'hou'cong'zhi 先行其言而后从之
'xian'yi 鲜矣
'xian'yi'ren 鲜矣仁
'xian'you'si 先有司
'xian'zai 贤哉
'xian'zhe'pi'shi 贤者辟世
'xian'zhi 先之
'xiang'dang'cheng'di'yan 乡党称弟焉
'xiang'dang'di'shi 乡党第十
'xiang'er'hou'ji 翔而後集
'xiang'li 享礼
'xiang'ren'jie'e'zhi 乡人皆恶之
'xiang'ren'jie'hao'zhi 乡人皆好之
'xiang'ren'nuo 乡人傩
'xiang'ren'yin'jiu 乡人饮酒
'xiang'wei'pi'gong 相维辟公
'xiang'ye 乡也
'xiao'ci 孝慈
'xiao'da'you'zhi 小大由之
'xiao'di'ye'zhe 孝弟也者
'xiao'hu'wei'xiao 孝乎惟孝
'xiao'ren'bi'er'bu'zhou 小人比而不周
'xiao'ren'chang'qi'qi 小人长戚戚
'xiao'ren'fan'shi 小人反是
'xiao'ren'huai'hui 小人怀惠
'xiao'ren'huai'tu 小人怀土
'xiao'ren'jiao'er'bu'tai 小人骄而不泰
'xiao'ren'nan'shi'er'yi'shuo'ye 小人难事而易说也
'xiao'ren'si'lan'yi 小人斯滥矣
'xiao'ren'tong'er'bu'he 小人同而不和
'xiao'ren'xia'da 小人下达
'xiao'ren'yu'yu'li 小人喻於利
'xiao'ren'zai 小人哉
'xiao'zai'min'zi'qian 孝哉闵子骞
'xiao'zi 小子
'xiao'zi'ming'gu 小子鸣鼓
'xie'qiu'chang 亵裘长
'xin 信
'xin'er'hao'gu 信而好古
'xin'hu 信乎
'xin'jin'yu'yi 信近於义
'xin'ru'jun'bu'jun 信如君不君
'xing 行
'xing'bi'guo 行必果
'xing'bu 行不
'xing'bu'lv'yu 行不履阈
'xing'fa'bu'zhong 刑罚不中
'xing'gua'hui 行寡悔
'xing'ji'you'chi 行己有耻
'xing'ren'zi'yu'xiu'shi'zhi 行人子羽修饰之
'xing'xing'ru'ye 行行如也
'xing'ye 行也
'xing'you'yu'li 行有余力
'xing'yu'shi 兴於诗
'xing'zhi'yi'zhong 行之以忠
'xiong 兄
'xiong'di'ye 兄弟也
'xiong'di'yi'yi 兄弟怡怡
'xiong'fu'zhe'shi'zhi 凶服者式之
'xiu'er'bu'shi'zhe 秀而不实者
'xiu'mu'bu'ke'diao'ye 朽木不可雕也
'xu'er'wei 虚而为
'xuan'yu'zhong 选於众
'xue'er'bu'si'ze'wang 学而不思则罔
'xue'er'bu'yan 学而不厌
'xue'er'di'yi 学而第一
'xue'er'shi'xi'zhi 学而时习之
'xue'ru'bu'ji 学如不及
'xue'ye 学也
'xue'ze'bu'gu 学则不固
'xue'zhi'bu'jiang 学之不讲
'xun'lei 迅雷
'xun'xun'ru'ye 恂恂如也
'xun'yu'zhi'yan 巽与之言
'ya'song 雅颂
'yan 焉
'yan'bi'xin 言必信
'yan'bi'you'zhong 言必有中
'yan'bu'ke'yi'ruo'shi'qi'ji'ye 言不可以若是其几也
'yan'bu'xun 言不训
'yan'de'gang 焉得刚
'yan'de'jian 焉得俭
'yan'de'ren 焉得仁
'yan'de'zhi 焉得知
'yan'er'you'xin 言而有信
'yan'gua'you 言寡尤
'yan'ke'fu'ye 言可复也
'yan'lu'qing'zi'zhi'che'yi'wei'zhi'guo 颜路请子之车以为之椁
'yan'neng'shi'gui 焉能事鬼
'yan'ping'zhong'shan'yu'ren'jiao 晏平仲善与人交
'yan'ru'ye 檐如也
'yan'sun 言孙
'yan'yong'jia 焉用稼
'yan'yong'ning 焉用佞
'yan'yu 言语
'yan'yuan 颜渊
'yan'yuan'di'shi'er 颜渊第十二
'yan'yuan'hou 颜渊後
'yan'yuan'ji'lu'shi 颜渊季路侍
'yan'yuan'kui'ran'tan'yue 颜渊喟然叹曰
'yan'yuan'si 颜渊死
'yan'yuan'wen 颜渊问
'yan'yuan'yue 颜渊曰
'yan'zhi'bi'ke'xing'ye 言之必可行也
'yan'zhi'lai'zhe'zhi'bu'ru'jin'ye 焉知来者之不如今也
'yan'zhi'si 焉知死
'yang'yang'hu'ying'er'zai 洋洋乎盈耳哉
'yang'zhi'mi'gao 仰之弥高
'yao'shun'qi'you'bing'zhu 尧舜其犹病诸
'yao'yao'ru'ye 夭夭如也
'ye 也
'ye'gong'wen'kong'zi'yu'zi'lu 叶公问孔子於子路
'ye'gong'wen'zheng 叶公问政
'ye'gong'yu'kong'zi'yue 叶公语孔子曰
'ye'ren'ye 野人也
'ye'zai 野哉
'yi 义
'yi 以
'yi 噫
'yi 易
'yi 毅
'yi 疑
'yi 矣
'yi'an'bai'xing 以安百姓
'yi'bi 衣敝
'yi'bu'cong'ye 亦不从也
'yi'bu'jiao'min'zhan 以不教民战
'yi'bu'ke'xing'ye 亦不可行也
'yi'bu'ru'yu'shi 亦不入於室
'yi'cheng 以成
'yi'dan'shi 一箪食
'yi'dao'shi'jun 以道事君
'yi'de'bao'de 以德报德
'yi'de'bao'yuan 以德报怨
'yi'di'zhi'you'jun 夷狄之有君
'yi'di'zi'ji'guan'er'wang'zhe 衣帝自既灌而往者
'yi'duo'wen'yu'gua 以多问於寡
'yi'feng'ren'qing'jian 仪封人请见
'yi'fu'shi'yin 以服事殷
'yi'gao'zhe'guo'ye 以告者过也
'yi'ge'yan'qi'zhi'ye'yi'yi 亦各言其志也已矣
'yi'ge'yan'qi'zi'ye 亦各言其子也
'yi'hu 矣乎
'yi'hu'san'zi'zhe'zhi'zhuan 异乎三子者之撰
'yi'ke'yi'fu'pan'yi'fu 亦可以弗畔矣夫
'yi'ke'yi'ji'rong'yi 亦可以即戎矣
'yi'ke'yi'wei'cheng'ren'yi 亦可以为成人矣
'yi'ke'yi'ying'can'qu'sha'yi 亦可以媵残去杀矣
'yi'ke'zong'ye 亦可宗也
'yi'kuang'tian'xia 一匡天下
'yi'lin'qi'min 以临其民
'yi'neng'wen'yu'bu'neng 以能问於不能
'yi'piao'yin 一瓢饮
'yi'qi'xiong'zhi'zi'qi'zhi 以其兄之子妻之
'yi'qi'zi 以其子
'yi'qian'hou 衣前後
'yi'qing'qiu 衣轻裘
'yi'rang'er'sheng 揖让而升
'yi'ri'ke'ji'fu'li 一日克己复礼
'yi'ru'ye 绎如也
'yi'ru'ye 翼如也
'yi'shan'she 羿善射
'yi'si'jun'zi 以俟君子
'yi'suo'yu'li 揖所与立
'yi'wei'zhi'bu'yan 抑为之不厌
'yi'wei'zhi'guo 以为之椁
'yi'wu'cong'da'fu'zi'hou 以吾从大夫子後
'yi'wu'cong'dai'fu 以吾从大夫
'yi'wu'ma'qi'jin'zhi 揖巫马期进之
'yi'wu'yi'ri'zhang'hu'er 以吾一日长乎尔
'yi'xi'yi 亦奚以
'yi'yan'er'ke'yi'xing'bang 一言而可以兴邦
'yi'yan'er'sang'bang 一言而丧邦
'yi'yan'yi'bi'zhi 一言以蔽之
'yi'yi 以异
'yi'yi'hu 已矣乎
'yi'yi'ke'yi'wei'ci 抑亦可以为次
'yi'yi'ru'ye 怡怡如也
'yi'yi'xian'jue'zhe 抑亦先觉者
'yi'you'fu'ren 以友辅仁
'yi'yu'er'lin'li'xiang'dang'hu 以与尔邻里乡党乎
'yi'yu'ren 依於仁
'yi'yu'zhi'yu 抑与之与
'yi'yue'shi'zhi'zhe'xian'yi 以约失之者鲜矣
'yi'ze'lv'zhong 亿则屡中
'yi'ze'yi'ju 一则以惧
'yi'ze'yi'xi 一则以喜
'yi'zhao'zhi'fen 一朝之忿
'yi'zhe'yu 益者与
'yi'zhi'bao'yuan 以直报怨
'yi'zhi'wei'gui 绎之为贵
'yi'zhi'yu'bi 义之於比
'yi'zu'yi'fa 亦足以发
'yin'bu'shi'qi'qin 因不失其亲
'yin'li 殷礼
'yin'ren'yi'bai 殷人以柏
'yin'yin'yu'xia'li 殷因於夏礼
'yin'yu'yin'li 因於殷礼
'yin'zhi'yi'ji'jin 因之以饥馑
'ying 盈
'yong 咏
'yong'bu'zu 用不足
'yong'er'wu'li'ze'luan 勇而无礼则乱
'yong'sui'bu'min 雍虽不敏
'yong'wu'zi 甬五子
'yong'ye'di'liu 雍也第六
'yong'ye'ke'shi'nan'mian 雍也可使南面
'yong'ye'ren'er'bu'ning 雍也仁而不佞
'yong'zhe 勇者
'yong'zhe'bu'ju 勇者不惧
'yong'zhi'yan'ran 雍之言然
'yong'zhi'ze'xing 用之则行
'you 友
'you 由
'you'ban 有半
'you'bi'fu'wen'yu'wo 有鄙夫问於我
'you'bi'you'fang 游必有方
'you'chi 有耻
'you'de'zhe 有德者
'you'duo'neng'ye 又多能也
'you'er'bu'sun'di 幼而不孙弟
'you'fan'dian 有反坫
'you'fu'ren'yan 有妇人焉
'you'fu'xiong'zai 有父兄在
'you'guan'er'wu'guo 有棺而无椁
'you'he'jia'yan 又何加焉
'you'he'kuai'er'guo'kong'shi'zhi'men'zhe 有荷蒉而过孔氏之门者
'you'he'yuan 又何怨
'you'ji 由己
'you'jin'shan'ye 又尽善也
'you'jing 由径
'you'jing'bu'wei 又敬不违
'you'jiu'shi 有酒食
'you'jun'zi'zhi'dao'si'yan 有君子之道四焉
'you'kong'shi'zhi 犹恐失之
'you'mei'yu'yu'si 有美玉於斯
'you'min'ren'yan 有民人焉
'you'neng'yi'ri'yong'qi'li'yu'ren'yi'hu 有能一日用其力於仁矣乎
'you'peng'zi'yuan'fang'lai 有朋自远方来
'you'ren 有仁
'you'rong'se 有容色
'you'ruo'dui'yue 有若对曰
'you'ruo'wu 有若无
'you'she 有社
'you'sheng'zhuan 有盛馔
'you'shi 有事
'you'shi'zai 有是哉
'you'suo'bu'xing 有所不行
'you'tian'xia 有天下
'you'tong'hu 有恸乎
'you'wen 又问
'you'wu'da'cui'zi 犹吾大崔子
'you'wu'dai'fu'cui'zi'ye 犹吾大夫崔子也
'you'xiang'zhi 又相之
'you'xin'zai 有心哉
'you'yan'hui'zhe'hao'xue 有颜回者好学
'you'yan'zhe 有言者
'you'ye 由也
'you'ye'guo 由也果
'you'ye'hao'yong'guo'wo 由也好勇过我
'you'ye'jian'ren 由也兼人
'you'ye'sheng'tang'yi 由也升堂矣
'you'ye'wei'zhi 由也为之
'you'ye'wen 由也问
'you'yi'fu 有矣夫
'you'yu'xiong'di 友于兄弟
'you'yu'yi 游於艺
'you'zhan'tai'mie'ming'zhe 有詹台灭明者
'you'zheng 有政
'you'zhi 有之
'you'zhi'se 由之瑟
'you'zhi'xing'zha'ye 由之行诈也
'you'zhu 有诸
'you'zi'yue 有子曰
'yu 予
'yu 於
'yu 欲
'yu'ba'bu'neng 欲罢不能
'yu'bu'de'shi'you'zi'ye 予不得视犹子也
'yu'cong'zheng'hu'he'you 於从政乎何有
'yu'gong'ming'jia 於公明贾
'yu'gu'zhe 与瞽者
'yu'hu'yi 浴乎沂
'yu'ji'gong'jia 禹稷躬稼
'yu'li'yue 於礼乐
'yu'ming 与命
'yu'peng'you'jiao 于朋友交
'yu'peng'you'jiao'er'bu'xin'hu 于朋友交而不信乎
'yu'qi'bu'sun'ye 与其不孙也
'yu'qi'jie'ye 与其洁也
'yu'qi'jin'ye 与其进也
'yu'qi'mei'yu'ao 与其媚於奥
'yu'qi'she'ye 与齐奢也
'yu'qi'si 欲其死
'yu'qi'yi'ye 与齐易也
'yu'qiu'zhi'wen 与求之问
'yu'ren 与仁
'yu'ren 於仁
'yu'ren'gong'er'you'li 与人恭而有礼
'yu'ren'yi'kou'gei 御人以口给
'yu'ren'zhong 与人忠
'yu'shang'da'fu'yan 与上大夫言
'yu'si'er'zhe'he'xian 於斯二者何先
'yu'si'san'zhe'he'xian 於斯三者何先
'yu'si'wei'sheng 於斯为盛
'yu'si'yu'dao'lu'hu 予死於道路乎
'yu'su'cheng'zhe'ye 欲速成者也
'yu'su'ze'bu'da 欲速则不达
'yu'suo'fou'zhe 予所否者
'yu'wen'zi'tong'sheng'zhu'gong 与文子同升诸公
'yu'wo'bin 於我殡
'yu'wu'wu'jian'ran'yi 禹吾无间然矣
'yu'wu'yan 於吾言
'yu'wu'yu'zhi'xia 於舞雩之下
'yu'yi'gu'hao'zhe'li 与衣孤貉者立
'yu'you'luan'chen'shi'ren 予有乱臣十人
'yu'yu 愈与
'yu'yu'hu'wen'zai 郁郁乎文哉
'yu'yu'ru'ye 与与如也
'yu'yu'ru'ye 愉愉如也
'yu'yu'yu 於予与
'yu'yu'yu'gai'shi 於予与改是
'yu'zhi'bin'ke 圉治宾客
'yu'zhi'er'bu'duo'zhe 语之而不惰者
'yu'zhi'fu 与之釜
'yu'zhi'li'jiu'bai 与之栗九百
'yu'zhi'yu 与之庾
'yu'zu 与足
'yuan 怨
'yuan 渊
'yuan'ben 原本
'yuan'che'ma'yi'qing'qiu'yu'peng'you'gong'bi'zhi'er'wu'han 愿车马衣轻裘与朋友共蔽之而无憾
'yuan'chi'ru'ye 远耻辱也
'yuan'hu 怨乎
'yuan'rang'yi'si 原壤夷俟
'yuan'shi'yong'xi 怨是用希
'yuan'si'wei'zhi'zai 原思为之宰
'yuan'wei'xiao'xiang'yan 愿为小相焉
'yuan'wen'zi'zhi'zhi 愿闻子之志
'yuan'wu'fa'shan 愿无伐善
'yuan'xue'yan 愿学焉
'yuan'yi 远矣
'yuan'zhe'lai 远者来
'yue 曰
'yue'er'wei'tai 约而为泰
'yue'er'yi'ke'ye 月而已可也
'yue'wo'yi'li 约我以礼
'yue'zhi'yi'li 约之以礼
'yun 愠
'zai 再
'zai 哉
'zai 宰
'zai'bai'er'song'zhi 再拜而送之
'zai'bang'bi'da 在邦必达
'zai'bang'bi'wen 在邦必闻
'zai'bang'wu'yuan 在邦无怨
'zai'chen'jue'liang 在陈绝粮
'zai'jia'bi'da 在家必达
'zai'jia'bi'wen 在家必闻
'zai'jia'wu'yuan 在家无怨
'zai'lou'xiang 在陋巷
'zai'wo 宰我
'zai'wo'dui'yue 宰我对曰
'zai'wo'wen'yue 宰我问曰
'zai'yu'zhou'qin 宰予昼寝
'zang'wen'zhong'ju'cai 藏文仲居蔡
'zang'wu'zhong'yi'fang 臧武仲以防
'zang'zhi'yi'li 葬之以礼
'zao'ci'bi'yu'shi 造次必於是
'ze 则
'ze'bi'zai'wen 则必在汶
'ze'bu'chu'ren 择不处仁
'ze'bu'fu'ye 则不复也
'ze'bu'ge 则不歌
'ze'bu'wei 则不威
'ze'chang'wen'zhi'yi 则尝闻之矣
'ze'da'shi'bu'cheng 则大事不成
'ze'gua'hui 则寡悔
'ze'gua'you 则寡尤
'ze'he'yi'zai 则何以哉
'ze'jing 则敬
'ze'ke'wei'yun'er'yi 则可谓云尔已
'ze'li'yue'bu'xing 则礼乐不兴
'ze'min'bu'fu 则民不服
'ze'min'bu'tou 则民不偷
'ze'min'fu 则民服
'ze'min'mo'gan'bu'fu 则民莫敢不服
'ze'min'mo'gan'bu'jing 则民莫敢不敬
'ze'min'mo'gan'bu'yong'qing 则民莫敢不用情
'ze'min'wu'suo'cuo'shou'zu 则民无所措手足
'ze'min'xing'yu'ren 则民兴於仁
'ze'min'yi'shi'ye 则民易使也
'ze'qi'shan'zhe'er'cong'zhi 择其善者而从之
'ze'qin 则勤
'ze'shei'yu 则谁与
'ze'shi'bu'cheng 则事不成
'ze'si'fang'zhi'min 则四方之民
'ze'wei'zhi'ye'nan 则为之也难
'ze'wu'cong'xian'jin 则吾从先进
'ze'wu'dan'gai 则勿惮改
