'a'bo'luo 阿波罗
'wan'bao'shan 万宝山
'wan'da 万达
'wan'da'shan 完达山
'wan'dai'hong 万代红
'wan'de'fu 万得福
'wan'fu'bao 万福宝
'wan'gu 万古
'wan'hua 万花
'wan'hua'lin 万华林
'wan'jia'le 万家乐
'wan'le 万乐
'wan'li 万里
'wan'li 万力
'wan'li'chang'zheng 万里长征
'wan'li'xing 万里行
'wan'nian'qing 万年青
'wan'shi'da 万事达
'wan'shi'ji 万事吉
'wan'shi'li 万事利
'wan'shou'gong 万寿宫
'wan'shun 万顺
'wan'xiang 万象
'wan'yan 万烟
'wan'yan 皖烟
'wan'zhou 万州
'wang'da 旺达
'wang'er'shan 望儿山
'wang'guan 王冠
'wang'guan'xue'jia 王冠雪茄
'wang'hai'lou 望海楼
'wang'jiang'lou 望江楼
'wang'pai 王牌
'wang'qiu 网球
'wang'yun'shan 望云山
'wang'zhong'wang 王中王
'wang'zi 王子
'wei'bo 微波
'wei'feng 威风
'wei'ge 伟哥
'wei'guo 卫国
'wei'he 卫河
'wei'hu'shan 威虎山
'wei'li 威力
'wei'li'deng 威利登
'wei'long 威龙
'wei'mei'si 味美思
'wei'na'si 维纳斯
'wei'rui 威瑞
'wei'shan'hu 微山湖
'wei'shi 威师
'wei'shi 威狮
'wei'shi'ke 威士克
'wei'wu 魏武
'wei'xing 卫星
'wen'feng 文峰
'wen'feng'ta 文峰塔
'wen'hao 文豪
'wen'ji 文姬
'wen'miao 文庙
'wen'quan 温泉
'wen'tong'ta 文通塔
'wen'zhu 文竹
'wo'kai 喔凯
'wo'long'gang 卧龙岗
'wo'shou 握手
'wu'ai 五爱
'wu'di 无敌
'wu'die 舞蝶
'wu'duo'jin'hua 五朵金花
'wu'fu 五福
'wu'hu 芜湖
'wu'hu'jiang 五虎将
'wu'hua'shan 五华山
'wu'huang 武皇
'wu'jiang 乌江
'wu'jiang 武江
'wu'jin'lang 乌金郎
'wu'jiu 五九
'wu'lian'guan 五连冠
'wu'lin 武林
'wu'ling 五陵
'wu'ling 五岭
'wu'ling'you 武陵游
'wu'ling'yuan 武陵源
'wu'long 舞龙
'wu'men 午门
'wu'meng'shan 乌蒙山
'wu'ming 武鸣
'wu'niu 五牛
'wu'shan 巫山
'wu'shuang 无双
'wu'song 雾松
'wu'tai 五台
'wu'tai'shan 五台山
'wu'ting 五亭
'wu'tong'shan 梧桐山
'wu'wang'wo 勿忘我
'wu'wu 五五
'wu'xiao 呜晓
'wu'xing 五星
'wu'ye'shen 五叶神
'wu'ye'song 五叶松
'wu'yi 五一
'wu'yi 武夷
'wu'ze'tian 武则天
'xi'an 西安
'xi'bai'po 西柏坡
'xi'cai'hong 喜彩虹
'xi'deng 喜灯
'xi'dou 锡都
'xi'er 喜儿
'xi'feng 西凤
'xi'feng 喜凤
'xi'feng'shou 喜丰收
'xi'ge 喜歌
'xi'hai 西海
'xi'han 西汉
'xi'hu 西湖
'xi'hua 喜花
'xi'jing 西京
'xi'lai'bao 喜来宝
'xi'lai'deng 喜来登
'xi'lai'lin 喜来临
'xi'li 西丽
'xi'lin'men 喜临门
'xi'man'tang 喜满堂
'xi'mao 戏猫
'xi'mei 锡梅
'xi'mei 喜梅
'xi'pao'tai 西炮台
'xi'qing 喜庆
'xi'qing'you'yu 喜庆有余
'xi'que 喜雀
'xi'que 喜鹊
'xi'shan 西山
'xi'shi 西施
'xi'shi'lan 西施兰
'xi'shui'dong 溪水洞
'xi'wang 希望
'xi'xi'xi 喜喜喜
'xi'xiang'feng 喜相逢
'xi'xing 喜星
'xi'yang'yang 喜洋洋
'xi'ying'men 喜盈门
'xi'yue 西岳
'xi'yue 喜悦
'xi'zhong'xi 禧中禧
'xi'zhu 喜珠
'xi'zhu 戏珠
'xia'cheng 夏橙
'xia'liang 夏凉
'xia'men 厦门
'xian'cao 仙草
'xian'dai 现代
'xian'dao 仙岛
'xian'feng 险峰
'xian'feng 先锋
'xian'feng'qiao 先锋桥
'xian'gu 仙姑
'xian'hua 献花
'xian'jing 仙境
'xian'ke'lai 仙客来
'xian'nv 仙女
'xian'ren'qiao 仙人桥
'xian'tong 仙童
'xian'yue 仙乐
'xiang'bin 香宾
'xiang'bo 香波
'xiang'fei 香妃
'xiang'fei 湘妃
'xiang'fei'zhu 湘妃竹
'xiang'fu 享福
'xiang'ge'li'la 香格里拉
'xiang'heng 湘衡
'xiang'hua 香花
'xiang'jiang 湘江
'xiang'jun 香君
'xiang'lan 香兰
'xiang'lian 湘莲
'xiang'ling'gong'zhu 响铃公主
'xiang'ling'shan 香零山
'xiang'long 祥龙
'xiang'man'tang 香满堂
'xiang'mi 香密
'xiang'nan 湘南
'xiang'qi 象棋
'xiang'qing 乡情
'xiang'shan 象山
'xiang'shan 香山
'xiang'shan 香扇
'xiang'si'cao 相思草
'xiang'si'li 香思丽
'xiang'si'niao 相思鸟
'xiang'xi 香溪
'xiang'yan 湘烟
'xiang'yang 襄阳
'xiang'yang 向阳
'xiang'yang'hua 向阳花
'xiang'yang'ta 向阳塔
'xiang'ye 香叶
'xiang'yu 襄渝
'xiang'yun 香云
'xiang'zhong'xiu 湘中秀
'xiao'hua 小花
'xiao'kang 小康
'xiao'lu 小鹿
'xiao'mei 笑梅
'xiao'nan'hai 小南海
'xiao'qiao 小乔
'xiao'sa'gong'zi 潇洒公子
'xiao'ti'qin 小提琴
'xiao'tian'e 小天鹅
'xiao'xi'ta 晓曦塔
'xiao'xiong 枭雄
'xiao'xiong'mao 小熊猫
'xiao'xue'jia 小雪茄
'xiao'yan'ta 小雁塔
'xiao'yao 逍遥
'xiao'yao'jin 逍遥津
'xiao'you 小友
'xiao'yue'tu 小月兔
'xie'li 协力
'xin'an'jiang 新安江
'xin'chang'zheng 新长征
'xin'chao 新潮
'xin'feng 新丰
'xin'gang 新港
'xin'hu 新湖
'xin'hua 新花
'xin'hua 新华
'xin'huai'he 新淮河
'xin'ji'lin 新吉林
'xin'ji'nan 新济南
'xin'jian 新建
'xin'jiang'xi 新江西
'xin'jin'bang 新金榜
'xin'le'yuan 新乐园
'xin'li 新力
'xin'mao'ling 新卯令
'xin'nian'feng 新年丰
'xin'nian'hao 新年好
'xin'nong'cun 新农村
'xin'qing'dao 新青岛
'xin'sheng 新生
'xin'shi 新狮
'xin'shi'dai 新时代
'xin'shi'jia'zhuang 新石家庄
'xin'shi'jie 新世界
'xin'shi'wei 鑫狮威
'xin'shu'guang 新曙光
'xin'si'ping 新四平
'xin'tai'xue'jia 新台雪茄
'xin'xi 新禧
'xin'xing 新兴
'xin'xing 新星
'xin'ya 新亚
'xin'ying'xiong 新英雄
'xin'yue 新跃
'xin'yue 新月
'xin'yun 新运
'xin'zhong'nan 新中南
'xing'an 兴安
'xing'bao 醒宝
'xing'dun 星盾
'xing'fu 幸福
'xing'fu 星福
'xing'guang 星光
'xing'he 星河
'xing'hu 星湖
'xing'huo 星火
'xing'kong 星空
'xing'long'ta 兴隆塔
'xing'qiu 星球
'xing'shi 星狮
'xing'tan 杏坛
'xing'xing 星星
'xing'yu 星宇
'xing'zi 兴字
'xiong'bao 雄宝
'xiong'di 兄弟
'xiong'feng 雄风
'xiong'ji 雄鸡
'xiong'mao 熊猫
'xiong'shi 雄师
'xiong'shi 雄狮
'xiong'ye 雄叶
'xiong'ying 雄鹰
'xiong'zi 雄姿
'xiu'guo'xiang 袖裹香
'xiu'li 秀丽
'xiu'yu 岫玉
'xiu'zhu 秀竹
'xu'chang 许昌
'xu'fu 徐福
'xu'hai 徐海
'xu'miao'jin 徐妙锦
'xu'xia'ke 徐霞客
'xuan'feng 旋风
'xuan'gong 璇宫
'xuan'lv 旋律
'xuan'wu'hu 玄武湖
'xue'cheng 雪城
'xue'fang 雪芳
'xue'feng 雪峰
'xue'hu 雪虎
'xue'hua 雪花
'xue'jia 雪茄
'xue'lan 雪兰
'xue'lian 雪莲
'xue'lian'wang 雪莲王
'xue'mei 雪梅
'xue'sheng 学生
'xue'tu 雪兔
'xue'wen'hua 学文化
'xue'yao'ying 薛瑶英
'xue'zhu 雪竹
'xun'ge 讯鸽
'xun'yang'lou 浔阳楼
'ya'lan 雅兰
'ya'li 雅丽
'ya'lu'jiang 鸭绿江
'ya'mei 亚美
'ya'shan 牙山
'ya'shi 雅士
'ya'shi'le 雅士乐
'yan'an 延安
'yan'bin 宴宾
'yan'cheng 菸城
'yan'cheng 雁城
'yan'dou 烟斗
'yan'feng 雁峰
'yan'fu 盐阜
'yan'he 延河
'yan'jiang 雁江
'yan'jing 燕京
'yan'nian 延年
'yan'pai 雁牌
'yan'ta 兖塔
'yan'ta 延塔
'yan'wu 燕舞
'yan'xiang 烟香
'yan'yang 艳阳
'yang'cheng 羊城
'yang'ge'wu 秧歌舞
'yang'jin'hua 洋金花
'yang'qun 羊群
'yang'zi'jiang 杨子江
'yao'du 尧都
'yao'gu 腰鼓
'yao'qian'shu 摇钱树
'yao'ren'yi 尧仁义
'yao'yan 药烟
'ye'bai'he 野百合
'ye'cao 野草
'ye'ju 野菊
'ye'lai'xiang 夜来香
'ye'lang 夜郎
'ye'lin 椰林
'ye'mei'gui 野玫瑰
'ye'ming'zhu 夜明珠
'ye'shu 椰树
'ye'xiang 叶香
'ye'yue 夜月
'yi'an 易安
'yi'chang 宜昌
'yi'chuan'hong 一串红
'yi'dai'tian'jiao 一代天娇
'yi'dian'yuan 伊甸园
'yi'du 益都
'yi'duo'hua 一朵花
'yi'fan'feng'shun 一帆风顺
'yi'he'qiao 沂河桥
'yi'he'yuan 颐和园
'yi'jiang 弋江
'yi'li'da 亿利达
'yi'li'he 以礼河
'yi'li'te 伊力特
'yi'li'wang 伊力王
'yi'ling'yan 伊岭岩
'yi'meng 沂蒙
'yi'meng'shan 沂蒙山
'yi'pian'hong 一片红
'yi'pin 一品
'yi'pin'mei 一品梅
'yi'shuang'he 一双鹤
'yi'shun 一顺
'yi'wang'ting 翼王亭
'yi'yang 益阳
'yi'you 益友
'yi'zhi'bi 一支笔
'yi'zhou 沂州
'yin'bao 银宝
'yin'er 银耳
'yin'han'xue'jia 银汉雪茄
'yin'hang 银行
'yin'he 银河
'yin'jiang 引江
'yin'ju 银菊
'yin'lu 银鹭
'yin'mao 银猫
'yin'qi'qi 殷七七
'yin'qiu 银球
'yin'que 银雀
'yin'shan 银杉
'yin'tu 银兔
'yin'xiang 银象
'yin'xing 银星
'yin'xing 银杏
'yin'yan 银燕
'yin'ying 银鹰
'ying'bin 迎宾
'ying'cheng 英城
'ying'chun 迎春
'ying'dou 郢都
'ying'ge 莺歌
'ying'ge 鹦哥
'ying'guang 营光
'ying'hua 樱花
'ying'hua'quan 樱花泉
'ying'ke'song 迎客松
'ying'kou 营口
'ying'pai 鹰牌
'ying'shan'hong 映山红
'ying'tai 赢台
'ying'tai 瀛台
'ying'tao 婴桃
'ying'tao 樱桃
'ying'wu 鹦鹉
'ying'xi 迎喜
'ying'xing 影星
'ying'xiong 英雄
'ying'xiong'shan 英雄山
'ying'xue 迎雪
'ying'yan 营烟
'ying'ying 樱樱
'ying'ze 迎泽
'yong'da 勇达
'yong'fa 永发
'yong'feng 永丰
'yong'heng 永恒
'yong'hong 永红
'yong'le 永乐
'yong'mei 咏梅
'yong'shi 勇士
'yong'shou'ta 永寿塔
'yong'xiang'qian 永向前
'yong'xing 永星
'you'ai 友爱
'you'chuan 邮船
'you'e 游鹅
'you'hao 友好
'you'jiang 右江
'you'lian 友联
'you'pai 有牌
'you'pi 友啤
'you'yi 友谊
'you'yi'hua 友谊花
'you'yi'zhi'hua 友谊之花
'you'yong 游泳
'you'zhong'yuan 游中原
'yu'bei 豫北
'yu'cheng 玉城
'yu'di 玉笛
'yu'die 玉蝶
'yu'dou 玉都
'yu'feng 鱼峰
'yu'feng 玉凤
'yu'fu 玉斧
'yu'he'men 予河门
'yu'hu'pan 玉壶盘
'yu'hua 育花
'yu'hua'shi 雨花石
'yu'huang'ge 玉皇阁
'yu'ji 虞姬
'yu'jin'xiang 郁金香
'yu'ju 玉菊
'yu'lan 玉兰
'yu'lan'hua 玉兰花
'yu'lan'xiang 玉兰香
'yu'li 渔利
'yu'lin 玉麟
'yu'long 玉龙
'yu'long'chun 玉龙春
'yu'mao 玉猫
'yu'mei 玉梅
'yu'mei'ren 虞美人
'yu'min 裕民
'yu'ming 玉茗
'yu'nan 豫南
'yu'niao 玉鸟
'yu'nv 玉女
'yu'qi'lin 玉麒麟
'yu'ren 玉人
'yu'shan 玉山
'yu'shu 玉树
'yu'tang'chun 玉堂春
'yu'ting 玉亭
'yu'tong 鱼童
'yu'wang 禹王
'yu'xi 玉溪
'yu'xiang 玉象
'yu'yan 豫烟
'yu'yang 玉阳
'yu'ye 玉叶
'yu'yuan 豫园
'yu'zan 玉簪
'yu'zan'ji 玉簪记
'yu'zhou 宇宙
'yu'zhu 玉竹
'yuan'bao 元宝
'yuan'dong 远东
'yuan'fang 远方
'yuan'fei 鸢飞
'yuan'jing 远景
'yuan'ming'yuan 圆明园
'yuan'qiu 圆球
'yuan'qiu 圜丘
'yuan'quan 源泉
'yuan'shuai 元帅
'yuan'shui 沅水
'yuan'yang 鸳鸯
'yuan'yang'xi 鸳鸯喜
'yuan'yuan 源源
'yuan'yuan'yuan 源缘圆
'yue'bao 粤宝
'yue'biao 月标
'yue'bin 悦宾
'yue'fei 岳飞
'yue'hua 粤华
'yue'jiang'lou 阅江楼
'yue'jin 跃进
'yue'jin'qiao 跃进桥
'yue'lu'shan 岳麓山
'yue'qin 月琴
'yue'tu 月兔
'yue'wang 越王
'yue'xiu 越秀
'yue'yuan 月圆
'yue'yue'hong 月月红
'yun'bao 云豹
'yun'bao 云宝
'yun'cao 芸草
'yun'feng 云凤
'yun'fu 云福
'yun'ge 云鸽
'yun'guang 云光
'yun'he 运河
'yun'he 云河
'yun'hua 云华
'yun'jian 云健
'yun'lin 云林
'yun'ling 云凌
'yun'ling 云岭
'yun'long 云龙
'yun'men 云门
'yun'men'shan 云门山
'yun'nan 云南
'yun'pai 云牌
'yun'peng 云鹏
'yun'song 云松
'yun'tai'san'xiu'shi 云台三秀石
'yun'tong 运通
'yun'wu'shan 云雾山
'yun'xi 云喜
'yun'xing 云星
'yun'yan 云烟
'yun'ye 云叶
'yun'yi 云怡
'yun'you 云游
'yun'zhong'hu 云中湖
'yun'zhu 云竹
'zao'yang 枣阳
'ze'qi 泽漆
'zeng'chan 增产
'zhan'dou 战斗
'zhan'dou'ying'xiong 战斗英雄
'zhan'jiang 湛江
'zhan'qiao 栈桥
'zhan'shi 战士
'zhang'jia'jie 张家界
'zhao'cai 招财
'zhao'jun 昭君
'zhao'qing 肇庆
'zhao'xiang 照相
'zhao'yang 朝阳
'zhao'yang'qiao 朝阳桥
'zhen'bao 珍宝
'zhen'bao'dao 珍宝岛
'zhen'feng'ta 振风塔
'zhen'hua 振华
'zhen'huan 震寰
'zhen'huan 震环
'zhen'jiang 甄江
'zhen'long 真龙
'zhen'lu 珍鹿
'zhen'qin 珍禽
'zhen'xin 珍馨
'zhen'zhu 珍珠
'zhen'zhu'qiao 珍珠桥
'zhen'zhu'quan 珍珠泉
'zhen'zhu'yu 珍珠鱼
'zheng'kong 征空
'zhi'cheng 芝城
'zhi'chun'ting 知春亭
'zhi'fu 致富
'zhi'jin'tian'gong 织金天宫
'zhi'lan 芝兰
'zhi'nan 指南
'zhi'nong 支农
'zhi'nv 织女
'zhi'nv'xing 织女星
'zhi'qi'le 知其乐
'zhi'yin 知音
'zhi'yuan 志远
'zhi'zun 至尊
'zhong'cui 中萃
'zhong'ding 钟鼎
'zhong'guo'kuang'ye'da'xue 中国矿业大学
'zhong'guo'tie'dao 中国铁道
'zhong'hua 中华
'zhong'hua'men 中华门
'zhong'hua'xun 中华鲟
'zhong'lou 钟楼
'zhong'mei 中美
'zhong'nan'hai 中南海
'zhong'qiu 中秋
'zhong'ri'you'hao 中日友好
'zhong'shan 钟山
'zhong'shan'jian 中山舰
'zhong'yang 中央
'zhong'yang'da'li'tang 中央大礼堂
'zhong'yuan 中原
'zhong'yue 中岳
'zhong'zhou 中州
'zhou'cheng 轴承
'zhou'zhuang 周庄
'zhu'bao 珠宝
'zhu'er'kang 祝尔慷
'zhu'feng 珠峰
'zhu'ge'liang 诸葛亮
'zhu'ge'lu 诸葛庐
'zhu'huan 朱寰
'zhu'ji 珠玑
'zhu'jiang 珠江
'zhu'long 珠龙
'zhu'shou 祝寿
'zhu'tao 竹桃
'zhu'xing 祝兴
'zhu'yi 主义
'zhuang'jin 壮锦
'zhuang'li 壮丽
'zhuang'yuan 状元
'zhuang'yuan'hong 状元红
'zhuo'mu'niao 啄木鸟
'zi'diao 紫貂
'zi'feng 紫凤
'zi'guang'ge 紫光阁
'zi'jin'cheng 紫禁城
'zi'jin'shan 紫金山
'zi'lan 紫兰
'zi'li 自力
'zi'li 姿丽
'zi'luo'lan 紫罗兰
'zi'mei 紫玫
'zi'mei'hua 姊妹花
'zi'qi 紫气
'zi'qi'dong'lai 紫气东来
'zi'ran 自然
'zi'xing'che 自行车
'zi'yan 紫燕
'zi'you 自由
'zi'yun 紫云
'zong'tong 总统
'zu'guo 祖国
'zu'qiu 足球
'zuan'shi 钻石
'zui'ba'xian 醉八仙
'zui'feng'shou 嘴丰收
'zui'weng'ting 醉翁亭
'zun'shi 尊师
'zun'wang 尊王
'zun'yi 遵义
'zuo'luo 佐罗
